"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年48週
"集計期間終了週",2003年48週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","5","2","7","178"
"RSウイルス感染症","2","2","4","142"
"咽頭結膜熱","11","11","22","142"
"Ａ群溶血性レンサ球菌咽頭炎","76","52","128","142"
"感染性胃腸炎","734","646","1380","142"
"水痘","109","94","203","142"
"手足口病","15","9","24","142"
"伝染性紅斑","23","11","34","142"
"突発性発しん","37","36","73","142"
"百日咳","0","0","0","142"
"風しん","4","0","4","142"
"ヘルパンギーナ","4","6","10","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","12","5","17","142"
"不明発しん症","4","5","9","142"
"川崎病","2","1","3","142"
"急性出血性結膜炎","1","0","1","14"
"流行性角結膜炎","5","6","11","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
