"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2009年24週"
"集計期間終了週","2009年24週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","6","5","3","0","1","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"みなと","0","0","6","4","12","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","1","0","0","6","12","1","0","0","1","0","0","1","0","0","0","1","0","0","2","0","","","","","",""
"文京","0","0","0","0","4","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","1","1","1","14","3","1","0","4","0","0","1","1","0","0","0","0","0","0","0","","","","","",""
"墨田区","1","0","0","4","6","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","0","6","23","2","2","0","2","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","2","4","24","3","0","1","2","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","2","0","5","3","0","1","1","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"大田区","1","2","8","5","27","5","1","0","2","2","0","4","1","0","0","0","0","0","0","0","","","","","",""
"世田谷","6","0","0","5","17","8","2","4","2","0","0","1","0","0","1","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","2","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","0","0","6","14","1","0","1","2","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","0","4","25","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","1","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","1","11","2","0","0","1","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"荒川区","1","0","0","2","4","1","0","0","2","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"板橋区","0","0","0","0","15","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","0","0","2","12","5","1","2","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","0","0","3","11","4","1","0","2","0","1","0","0","0","0","1","0","0","0","0","","","","","",""
"葛飾区","0","0","0","3","5","2","0","0","0","0","1","0","1","0","0","0","0","0","1","0","","","","","",""
"江戸川","1","1","2","16","18","5","0","0","4","0","0","5","2","1","0","0","0","0","0","0","","","","","",""
"八王子市","0","0","3","18","19","11","1","2","1","0","0","11","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","0","0","22","29","12","2","5","2","0","2","12","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","1","6","12","0","0","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","0","0","8","9","1","0","0","3","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","1","0","0","1","5","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","0","2","3","16","5","2","1","1","0","1","0","0","0","0","0","0","0","1","0","","","","","",""
"多摩小平","0","0","5","13","24","7","0","0","4","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","15","4","33","147","384","107","15","20","48","3","6","53","7","1","1","6","0","0","4","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2009年24週"
"集計期間終了週","2009年24週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","5","2","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","1","0","4","14","3","0","0","2","1","2","3","1","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","0","0","6","6","1","2","0","0","0","0","1","0","0","0","2","0","0","2","0","","","","","",""
"文京","0","0","0","1","2","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"台東","0","0","0","2","9","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","0","2","4","1","0","0","2","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","0","8","13","4","1","2","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","0","2","19","6","2","2","2","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","2","1","3","6","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"大田区","0","3","7","6","23","11","0","3","0","1","0","4","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","2","0","0","5","21","5","1","1","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","2","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","1","0","0","1","13","3","0","0","4","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","0","2","27","3","0","1","1","0","0","2","0","2","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","3","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","3","4","7","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","0","8","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","0","0","6","13","1","0","1","1","0","0","0","0","0","0","2","0","0","0","0","","","","","",""
"足立","0","0","0","3","6","2","2","0","1","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"葛飾区","3","0","0","6","4","3","0","0","0","0","0","3","1","0","0","0","0","0","2","1","","","","","",""
"江戸川","0","0","1","12","21","3","1","0","2","0","0","5","0","0","0","1","0","0","0","0","","","","","",""
"八王子市","0","0","1","17","27","12","0","2","1","0","1","15","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","0","0","21","22","13","0","7","2","0","2","10","3","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","0","10","5","1","0","1","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","1","0","9","5","4","0","2","3","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","1","0","0","1","10","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","1","0","1","3","8","1","1","1","2","0","0","0","1","0","0","0","0","0","1","0","","","","","",""
"多摩小平","0","0","0","15","22","8","0","0","5","0","1","2","1","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"合計","8","6","15","147","339","104","15","23","38","4","10","58","7","2","0","9","0","0","5","1","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2009年24週"
"集計期間終了週","2009年24週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","0","6","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","5","4","0","2","2","0"
"中央区","0","0","0","11","7","4","2","1","1","0","0","0","0","0","0","1","0","0","0","0","4","3","1","0","0","0"
"みなと","0","1","6","8","26","5","0","0","5","1","2","3","1","0","0","0","0","0","0","0","8","6","0","1","1","0"
"新宿区","1","0","0","12","18","2","2","0","1","0","0","2","0","0","0","3","0","0","4","0","9","6","2","2","2","0"
"文京","0","0","0","1","6","4","0","0","2","0","0","0","0","0","0","1","0","0","0","0","5","3","1","1","1","0"
"台東","0","1","1","3","23","4","2","0","5","0","1","1","1","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","1","0","0","6","10","1","0","0","5","0","0","4","0","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","0","0","0","14","36","6","3","2","2","0","0","4","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"品川区","0","0","2","6","43","9","2","3","4","1","0","3","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","0","0","4","1","8","9","0","1","1","0","0","0","0","0","0","2","0","0","0","0","6","3","1","0","0","0"
"大田区","1","5","15","11","50","16","1","3","2","3","0","8","1","0","0","0","0","0","0","0","16","9","2","1","1","0"
"世田谷","8","0","0","10","38","13","3","5","3","0","1","1","0","0","1","0","0","0","0","0","15","7","2","2","2","0"
"渋谷区","0","0","0","4","10","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","6","4","1","1","1","0"
"中野区","1","0","0","7","27","4","0","1","6","0","0","4","0","0","0","0","0","0","0","0","9","6","1","1","1","0"
"杉並","0","0","0","6","52","4","1","1","2","0","0","3","0","2","0","0","0","0","0","0","12","6","1","1","1","0"
"池袋","0","0","0","4","10","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"北区","0","0","0","1","17","2","0","0","1","0","0","1","0","0","0","1","0","0","0","0","7","4","1","0","0","0"
"荒川区","1","0","3","6","11","3","0","1","4","0","0","0","0","0","0","1","0","0","0","0","4","2","1","0","0","0"
"板橋区","0","0","0","0","23","4","0","1","2","0","0","0","1","0","0","0","0","0","0","0","12","6","2","1","1","0"
"練馬区","0","0","0","8","25","6","1","3","3","0","0","1","0","0","0","2","0","0","0","0","12","5","2","0","0","0"
"足立","2","0","0","6","17","6","3","0","3","0","1","0","0","0","0","2","0","0","0","0","12","5","2","0","0","0"
"葛飾区","3","0","0","9","9","5","0","0","0","0","1","3","2","0","0","0","0","0","3","1","9","4","1","1","1","0"
"江戸川","1","1","3","28","39","8","1","0","6","0","0","10","2","1","0","1","0","0","0","0","12","5","2","0","0","0"
"八王子市","0","0","4","35","46","23","1","4","2","0","1","26","0","0","0","0","0","0","0","0","10","4","2","1","1","0"
"町田市","0","0","0","43","51","25","2","12","4","0","4","22","4","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","0","0","0","1","16","17","1","0","2","0","0","3","0","0","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","1","1","0","17","14","5","0","2","6","0","2","4","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"多摩立川","2","0","0","2","15","3","0","0","0","1","1","3","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"多摩府中","1","0","3","6","24","6","3","2","3","0","1","0","1","0","0","0","0","0","2","0","20","9","3","2","3","0"
"多摩小平","0","0","5","28","46","15","0","0","9","0","1","4","1","0","0","1","0","0","0","0","14","6","2","2","2","0"
"島しょ","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","23","10","48","294","723","211","30","43","86","7","16","111","14","3","1","15","0","0","9","1","286","147","39","24","25","0"


