"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年12週
"集計期間終了週",2013年12週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","434","436","870","418"
"RSウイルス感染症","26","13","39","264"
"咽頭結膜熱","35","15","50","264"
"Ａ群溶血性レンサ球菌咽頭炎","351","288","639","264"
"感染性胃腸炎","1463","1401","2864","264"
"水痘","111","113","224","264"
"手足口病","12","13","25","264"
"伝染性紅斑","10","13","23","264"
"突発性発しん","72","77","149","264"
"百日咳","1","0","1","264"
"ヘルパンギーナ","3","4","7","264"
"流行性耳下腺炎","23","32","55","264"
"不明発しん症","10","7","17","264"
"川崎病","1","2","3","264"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","7","4","11","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","3","0","3","25"
"マイコプラズマ肺炎","5","5","10","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"インフルエンザ入院","5","1","6","25"
