"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2017年4月"
"集計期間終了月","2017年4月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","1","0"
"1～4歳","0","0","0","0","0","0","4","0","0"
"5～9歳","0","0","0","0","0","0","3","1","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","2","0","0","1","0","0","0","1","0"
"20～24歳","15","4","2","13","1","0","0","0","0"
"25～29歳","26","9","8","9","0","0","0","0","0"
"30～34歳","15","7","15","6","0","0","0","0","0"
"35～39歳","19","10","3","10","0","0","0","0","0"
"40～44歳","9","10","4","6","0","0","0","0","0"
"45～49歳","10","13","7","5","0","0","5","0","0"
"50～54歳","6","11","4","3","0","0","3","0","0"
"55～59歳","3","3","3","4","0","0","4","0","0"
"60～64歳","1","8","2","0","0","0","3","0","0"
"65～69歳","1","2","0","0","0","0","2","0","0"
"70歳以上","1","4","0","1","0","0","19","1","0"
"合計","108","81","48","58","1","0","47","4","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2017年4月"
"集計期間終了月","2017年4月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","0","0"
"1～4歳","0","0","0","0","0","0","4","4","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","2","0","0","1","0","0","1","0","0"
"15～19歳","3","0","0","2","1","0","0","0","0"
"20～24歳","23","2","6","3","3","0","1","0","0"
"25～29歳","21","3","2","9","2","0","0","0","0"
"30～34歳","8","3","3","3","0","0","0","0","0"
"35～39歳","11","3","1","3","0","0","0","0","0"
"40～44歳","3","5","0","2","4","0","3","0","0"
"45～49歳","1","0","0","2","0","0","1","0","0"
"50～54歳","0","2","0","1","0","0","0","0","0"
"55～59歳","2","0","0","0","0","0","2","0","0"
"60～64歳","0","2","0","0","0","0","1","1","0"
"65～69歳","0","1","0","0","0","0","4","0","0"
"70歳以上","0","0","0","0","0","0","19","1","0"
"合計","74","21","12","26","10","0","37","6","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2017年4月"
"集計期間終了月","2017年4月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","1","0"
"1～4歳","0","0","0","0","0","0","8","4","0"
"5～9歳","0","0","0","0","0","0","3","1","0"
"10～14歳","2","0","0","1","0","0","2","0","0"
"15～19歳","5","0","0","3","1","0","0","1","0"
"20～24歳","38","6","8","16","4","0","1","0","0"
"25～29歳","47","12","10","18","2","0","0","0","0"
"30～34歳","23","10","18","9","0","0","0","0","0"
"35～39歳","30","13","4","13","0","0","0","0","0"
"40～44歳","12","15","4","8","4","0","3","0","0"
"45～49歳","11","13","7","7","0","0","6","0","0"
"50～54歳","6","13","4","4","0","0","3","0","0"
"55～59歳","5","3","3","4","0","0","6","0","0"
"60～64歳","1","10","2","0","0","0","4","1","0"
"65～69歳","1","3","0","0","0","0","6","0","0"
"70歳以上","1","4","0","1","0","0","38","2","0"
"合計","182","102","60","84","11","0","84","10","0"
"定点数","55","55","55","55","55","55","25","25","25"


