"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2005年41週
"集計期間終了週",2005年41週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","1","1","178"
"RSウイルス感染症","3","1","4","142"
"咽頭結膜熱","13","8","21","142"
"Ａ群溶血性レンサ球菌咽頭炎","45","47","92","142"
"感染性胃腸炎","179","171","350","142"
"水痘","48","38","86","142"
"手足口病","20","23","43","142"
"伝染性紅斑","15","5","20","142"
"突発性発しん","32","37","69","142"
"百日咳","0","0","0","142"
"風しん","1","0","1","142"
"ヘルパンギーナ","15","17","32","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","64","66","130","142"
"不明発しん症","5","6","11","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","5","6","11","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","2","4","6","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
