"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年23週
"集計期間終了週",2014年23週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","5","3","8","412"
"RSウイルス感染症","11","9","20","262"
"咽頭結膜熱","124","109","233","262"
"Ａ群溶血性レンサ球菌咽頭炎","443","335","778","262"
"感染性胃腸炎","848","779","1627","262"
"水痘","213","157","370","262"
"手足口病","33","36","69","262"
"伝染性紅斑","42","48","90","262"
"突発性発しん","118","128","246","262"
"百日咳","1","1","2","262"
"ヘルパンギーナ","49","59","108","262"
"流行性耳下腺炎","47","47","94","262"
"不明発しん症","11","10","21","262"
"川崎病","2","1","3","262"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","4","11","15","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","2","3","25"
"マイコプラズマ肺炎","4","1","5","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
