"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2004年7週"
"集計期間終了週","2004年7週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","3","0","0","0","3","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","16","0","0","0","26","5","0","1","27","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"1歳","67","0","4","2","78","10","2","2","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2歳","58","0","1","4","50","12","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","64","0","1","7","39","13","0","2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","76","0","1","10","44","16","0","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","57","0","2","14","36","13","0","11","0","0","0","0","0","9","1","0","0","0","0","0","1","0","0"
"6歳","45","0","1","9","32","7","0","6","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0"
"7歳","42","0","1","9","29","2","0","5","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0"
"8歳","33","0","1","6","21","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","39","0","0","1","13","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10～14歳","103","0","0","3","43","1","1","3","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0"
"15～19歳","36","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","63","2","0","5","56","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0"
"30～39歳","79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40～49歳","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"50～59歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"60～69歳","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70～79歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","873","2","12","70","487","83","3","39","35","0","1","3","1","18","2","1","0","9","0","0","5","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2004年7週"
"集計期間終了週","2004年7週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","4","0","0","0","3","1","0","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"～1歳","16","1","0","0","15","4","0","2","13","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","64","2","1","0","61","15","0","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2歳","57","0","1","1","43","10","1","5","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0"
"3歳","57","0","2","5","43","14","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4歳","100","0","0","4","46","4","0","2","0","0","1","0","0","4","1","0","0","0","0","0","0","0","0"
"5歳","62","0","1","7","28","11","0","3","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0"
"6歳","38","0","0","5","22","5","0","5","1","0","0","0","0","2","0","0","0","1","0","0","1","0","0"
"7歳","31","0","1","6","18","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","46","0","0","3","22","5","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","37","0","0","4","14","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10～14歳","114","0","0","5","29","4","0","3","0","0","0","0","1","3","1","0","0","0","0","0","0","0","0"
"15～19歳","50","0","0","0","11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","68","3","0","4","98","2","0","2","0","0","1","0","1","2","0","0","0","2","0","0","0","0","0"
"30～39歳","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0"
"40～49歳","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"50～59歳","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60～69歳","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","998","6","6","44","453","77","2","27","26","0","2","1","2","19","9","0","0","7","0","0","2","2","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2004年7週"
"集計期間終了週","2004年7週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","7","0","0","0","6","4","0","1","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"～1歳","32","1","0","0","41","9","0","3","40","0","0","0","0","0","1","1","0","0","0","0","1","0","0"
"1歳","131","2","5","2","139","25","2","2","11","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"2歳","115","0","2","5","93","22","1","5","1","0","0","0","0","2","2","0","0","0","0","0","1","0","0"
"3歳","121","0","3","12","82","27","1","3","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"4歳","176","0","1","14","90","20","0","9","0","0","2","0","0","4","1","0","0","0","0","0","0","0","0"
"5歳","119","0","3","21","64","24","0","14","0","0","0","0","0","13","2","0","0","0","0","0","1","0","0"
"6歳","83","0","1","14","54","12","0","11","1","0","0","0","0","4","0","0","0","1","0","0","2","0","0"
"7歳","73","0","2","15","47","4","0","6","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0"
"8歳","79","0","1","9","43","5","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","76","0","0","5","27","1","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"10～14歳","217","0","0","8","72","5","1","6","0","0","0","1","1","4","1","0","0","0","0","0","1","0","0"
"15～19歳","86","0","0","0","28","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","131","5","0","9","154","2","0","2","0","0","1","1","2","2","1","0","0","3","0","0","0","0","0"
"30～39歳","207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0"
"40～49歳","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0"
"50～59歳","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"60～69歳","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70～79歳","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1871","8","18","114","940","160","5","66","61","0","3","4","3","37","11","1","0","16","0","0","7","2","0"
"定点数","178","142","142","142","142","142","142","142","142","142","142","142","142","142","142","142","14","14","25","25","25","25","25"


