"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年19週
"集計期間終了週",2015年19週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","46","50","96","415"
"RSウイルス感染症","8","3","11","264"
"咽頭結膜熱","42","46","88","264"
"Ａ群溶血性レンサ球菌咽頭炎","241","202","443","264"
"感染性胃腸炎","524","500","1024","264"
"水痘","70","71","141","264"
"手足口病","33","31","64","264"
"伝染性紅斑","78","75","153","264"
"突発性発しん","57","65","122","264"
"百日咳","1","3","4","264"
"ヘルパンギーナ","13","5","18","264"
"流行性耳下腺炎","36","30","66","264"
"不明発しん症","11","10","21","264"
"川崎病","2","2","4","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","7","5","12","39"
"細菌性髄膜炎","1","2","3","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","4","5","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","5","2","7","25"
"インフルエンザ入院","0","1","1","25"
