"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年9月"
"集計期間終了月","2012年9月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","47","42","17","20","1","2","11","1","0","0","",""
"区南部","7","3","0","5","0","0","1","0","0","0","",""
"区西南部","12","2","1","3","0","0","4","1","0","0","",""
"区西部","23","6","15","20","1","8","6","0","0","0","",""
"区西北部","12","5","9","8","0","0","7","2","0","0","",""
"区東北部","2","0","0","1","1","0","4","8","0","0","",""
"区東部","14","5","2","6","0","1","1","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","1","0","0","1","0","0","0","0","0","0","",""
"北多摩南部","2","0","0","1","1","0","13","6","1","0","",""
"北多摩北部","0","0","0","0","0","0","3","2","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","120","63","44","65","4","11","51","20","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年9月"
"集計期間終了月","2012年9月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","12","9","4","1","0","0","5","0","0","0","",""
"区南部","9","0","0","0","0","0","0","0","0","0","",""
"区西南部","5","5","1","0","1","0","0","1","0","0","",""
"区西部","10","7","11","2","3","0","5","3","0","0","",""
"区西北部","11","7","1","5","2","0","8","2","0","0","",""
"区東北部","4","1","2","1","0","0","5","0","0","0","",""
"区東部","7","3","3","3","0","0","0","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","15","3","0","0","0","0","0","0","0","0","",""
"北多摩西部","12","0","0","1","1","0","0","0","0","0","",""
"北多摩南部","0","0","2","0","1","0","10","4","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","85","35","24","13","8","0","34","13","0","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年9月"
"集計期間終了月","2012年9月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","59","51","21","21","1","2","16","1","0","0","10","4"
"区南部","16","3","0","5","0","0","1","0","0","0","3","1"
"区西南部","17","7","2","3","1","0","4","2","0","0","5","3"
"区西部","33","13","26","22","4","8","11","3","0","0","11","4"
"区西北部","23","12","10","13","2","0","15","4","0","0","6","2"
"区東北部","6","1","2","2","1","0","9","8","0","0","3","1"
"区東部","21","8","5","9","0","1","1","2","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","15","3","0","0","0","0","0","0","0","0","5","1"
"北多摩西部","13","0","0","2","1","0","0","0","0","0","2","1"
"北多摩南部","2","0","2","1","2","0","23","10","1","0","3","3"
"北多摩北部","0","0","0","0","0","0","4","3","0","0","1","2"
"島しょ","0","0","0","0","0","0","1","0","0","0","0","1"
"合計","205","98","68","78","12","11","85","33","1","0","55","25"


