"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年31週
"集計期間終了週",2018年31週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","8","10","411"
"RSウイルス感染症","216","156","372","258"
"咽頭結膜熱","59","39","98","258"
"Ａ群溶血性レンサ球菌咽頭炎","212","192","404","258"
"感染性胃腸炎","538","475","1013","258"
"水痘","23","30","53","258"
"手足口病","152","146","298","258"
"伝染性紅斑","129","140","269","258"
"突発性発しん","67","72","139","258"
"ヘルパンギーナ","462","446","908","258"
"流行性耳下腺炎","7","14","21","258"
"不明発しん症","26","14","40","258"
"川崎病","2","3","5","258"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","26","9","35","38"
"細菌性髄膜炎","2","0","2","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","3","3","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
