"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年23週
"集計期間終了週",2023年23週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","372","329","701","415"
"新型コロナウイルス感染症（COVID-19）","1227","1260","2487","415"
"RSウイルス感染症","225","223","448","261"
"咽頭結膜熱","76","54","130","261"
"Ａ群溶血性レンサ球菌咽頭炎","272","215","487","261"
"感染性胃腸炎","1038","761","1799","261"
"水痘","16","9","25","261"
"手足口病","88","82","170","261"
"伝染性紅斑","6","8","14","261"
"突発性発しん","37","39","76","261"
"ヘルパンギーナ","548","459","1007","261"
"流行性耳下腺炎","20","12","32","261"
"不明発しん症","10","6","16","261"
"川崎病","0","0","0","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","6","8","14","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","3","3","25"
