"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2018年6月"
"集計期間終了月","2018年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","12","4","3","8","0","0","1","0","0","",""
"中央区","9","2","2","1","0","0","0","0","0","",""
"みなと","0","6","10","4","0","0","3","0","0","",""
"新宿区","28","17","39","12","0","0","8","1","0","",""
"文京","4","0","1","2","0","0","0","1","0","",""
"台東","5","2","2","0","0","0","0","0","0","",""
"墨田区","3","0","1","1","0","0","2","0","0","",""
"江東区","8","4","3","8","0","0","0","0","0","",""
"品川区","4","8","2","1","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","3","0","0","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","3","2","0","",""
"渋谷区","10","5","5","5","0","0","0","0","0","",""
"中野区","1","0","0","2","0","0","0","0","0","",""
"杉並","8","0","0","1","0","0","3","0","0","",""
"池袋","14","2","2","11","0","0","1","4","0","",""
"北区","1","0","1","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","2","0","1","2","0","0","2","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","1","1","0","",""
"江戸川","7","1","0","1","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","1","1","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","12","2","0","",""
"多摩小平","0","0","0","0","0","0","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","119","51","72","59","0","0","38","12","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2018年6月"
"集計期間終了月","2018年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","0","0","0","",""
"中央区","3","0","2","1","0","0","0","0","0","",""
"みなと","1","1","0","0","0","0","1","0","0","",""
"新宿区","8","7","5","1","0","0","5","0","0","",""
"文京","0","0","0","0","0","0","0","0","0","",""
"台東","10","1","1","11","3","0","0","0","0","",""
"墨田区","2","0","0","0","0","0","2","0","0","",""
"江東区","0","1","0","1","0","0","0","0","0","",""
"品川区","0","1","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","5","1","0","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","4","0","0","",""
"渋谷区","5","7","2","1","0","0","0","0","0","",""
"中野区","0","0","0","0","1","0","0","0","0","",""
"杉並","1","0","0","0","0","0","0","0","0","",""
"池袋","6","1","2","2","1","0","1","2","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","3","1","0","0","0","0","0","0","0","",""
"板橋区","7","2","1","2","1","0","0","1","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","6","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","0","0","0","",""
"江戸川","15","0","0","0","1","0","0","0","0","",""
"八王子市","10","1","0","0","0","0","6","0","0","",""
"町田市","3","1","0","0","1","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","16","3","1","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","16","0","0","",""
"多摩小平","0","0","0","0","1","0","0","1","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","101","28","14","19","9","0","35","4","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2018年6月"
"集計期間終了月","2018年6月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","12","4","3","8","0","0","1","0","0","2","2"
"中央区","12","2","4","2","0","0","0","0","0","3","0"
"みなと","1","7","10","4","0","0","4","0","0","2","1"
"新宿区","36","24","44","13","0","0","13","1","0","7","2"
"文京","4","0","1","2","0","0","0","1","0","1","1"
"台東","15","3","3","11","3","0","0","0","0","2","0"
"墨田区","5","0","1","1","0","0","4","0","0","2","1"
"江東区","8","5","3","9","0","0","0","0","0","2","0"
"品川区","4","9","2","1","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","8","1","0","0","0","0","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","7","2","0","0","2"
"渋谷区","15","12","7","6","0","0","0","0","0","5","1"
"中野区","1","0","0","2","1","0","0","0","0","2","0"
"杉並","9","0","0","1","0","0","3","0","0","2","2"
"池袋","20","3","4","13","1","0","2","6","0","3","1"
"北区","1","0","1","0","0","0","0","0","0","1","0"
"荒川区","3","1","0","0","0","0","0","0","0","1","0"
"板橋区","9","2","2","4","1","0","2","1","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","6","0","0","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","1","1","0","0","1"
"江戸川","22","1","0","1","1","0","0","0","0","2","0"
"八王子市","10","1","0","0","0","0","7","1","0","4","1"
"町田市","3","1","0","0","1","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","16","3","1","0","0","0","0","0","0","2","1"
"多摩府中","0","0","0","0","0","0","28","2","0","3","3"
"多摩小平","0","0","0","0","1","0","1","1","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","220","79","86","78","9","0","73","16","0","55","25"


