"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年4週
"集計期間終了週",2009年4週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4596","4570","9166","287"
"RSウイルス感染症","4","8","12","148"
"咽頭結膜熱","10","11","21","148"
"Ａ群溶血性レンサ球菌咽頭炎","148","149","297","148"
"感染性胃腸炎","565","559","1124","148"
"水痘","92","83","175","148"
"手足口病","8","4","12","148"
"伝染性紅斑","17","20","37","148"
"突発性発しん","32","33","65","148"
"百日咳","0","0","0","148"
"ヘルパンギーナ","2","4","6","148"
"流行性耳下腺炎","29","23","52","148"
"不明発しん症","2","4","6","148"
"川崎病","1","2","3","148"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","6","2","8","38"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","1","1","24"
"マイコプラズマ肺炎","3","1","4","24"
"クラミジア肺炎(オウム病は除く)","2","0","2","24"
