"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年46週
"集計期間終了週",2003年46週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","0","1","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","8","9","17","142"
"Ａ群溶血性レンサ球菌咽頭炎","59","29","88","142"
"感染性胃腸炎","443","439","882","142"
"水痘","97","58","155","142"
"手足口病","15","11","26","142"
"伝染性紅斑","16","12","28","142"
"突発性発しん","23","39","62","142"
"百日咳","0","0","0","142"
"風しん","2","1","3","142"
"ヘルパンギーナ","7","10","17","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","16","15","31","142"
"不明発しん症","3","4","7","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","11","7","18","14"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","3","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
