"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年41週
"集計期間終了週",2015年41週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","16","20","36","412"
"RSウイルス感染症","205","193","398","261"
"咽頭結膜熱","42","45","87","261"
"Ａ群溶血性レンサ球菌咽頭炎","238","200","438","261"
"感染性胃腸炎","531","386","917","261"
"水痘","35","42","77","261"
"手足口病","226","172","398","261"
"伝染性紅斑","38","37","75","261"
"突発性発しん","69","71","140","261"
"百日咳","3","5","8","261"
"ヘルパンギーナ","30","29","59","261"
"流行性耳下腺炎","77","53","130","261"
"不明発しん症","16","18","34","261"
"川崎病","2","1","3","261"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","27","15","42","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","2","1","3","25"
"マイコプラズマ肺炎","23","20","43","25"
"クラミジア肺炎(オウム病は除く)","2","1","3","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","0","0","0","25"
