"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年3週
"集計期間終了週",2007年3週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","86","80","166","276"
"RSウイルス感染症","35","27","62","141"
"咽頭結膜熱","13","15","28","141"
"Ａ群溶血性レンサ球菌咽頭炎","113","102","215","141"
"感染性胃腸炎","472","473","945","141"
"水痘","80","68","148","141"
"手足口病","5","7","12","141"
"伝染性紅斑","53","45","98","141"
"突発性発しん","42","31","73","141"
"百日咳","1","2","3","141"
"風しん","0","1","1","141"
"ヘルパンギーナ","2","0","2","141"
"麻しん（成人麻しん以外）","0","3","3","141"
"流行性耳下腺炎","16","15","31","141"
"不明発しん症","6","4","10","141"
"川崎病","2","0","2","141"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","6","3","9","14"
"細菌性髄膜炎","1","0","1","22"
"無菌性髄膜炎","0","0","0","22"
"マイコプラズマ肺炎","3","1","4","22"
"クラミジア肺炎(オウム病は除く)","0","0","0","22"
"成人麻しん","0","0","0","22"
