"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年14週
"集計期間終了週",2016年14週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1015","1013","2028","414"
"RSウイルス感染症","11","6","17","260"
"咽頭結膜熱","28","27","55","260"
"Ａ群溶血性レンサ球菌咽頭炎","275","241","516","260"
"感染性胃腸炎","645","614","1259","260"
"水痘","60","48","108","260"
"手足口病","5","4","9","260"
"伝染性紅斑","25","28","53","260"
"突発性発しん","59","59","118","260"
"百日咳","1","1","2","260"
"ヘルパンギーナ","1","1","2","260"
"流行性耳下腺炎","66","46","112","260"
"不明発しん症","4","6","10","260"
"川崎病","1","1","2","260"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","10","16","26","39"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","3","3","6","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","4","2","6","25"
"インフルエンザ入院","7","5","12","25"
