"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2002年9月"
"集計期間終了月","2002年9月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","2","1"
"1～4歳","0","0","0","0","0","0","4","6","1"
"5～9歳","0","0","0","0","0","0","2","1","0"
"10～14歳","0","0","1","0","0","0","1","0","0"
"15～19歳","1","0","0","9","0","0","1","0","1"
"20～24歳","25","3","8","18","0","0","1","0","0"
"25～29歳","22","3","2","18","1","0","3","0","0"
"30～34歳","26","6","7","17","0","1","1","1","0"
"35～39歳","18","6","5","13","1","0","2","1","0"
"40～44歳","16","5","2","4","0","0","1","0","0"
"45～49歳","5","5","2","2","1","0","6","0","1"
"50～54歳","4","2","3","2","0","0","3","0","0"
"55～59歳","2","3","0","3","0","0","7","0","2"
"60～64歳","0","2","0","0","0","1","6","0","1"
"65～69歳","0","1","0","0","0","0","9","0","2"
"70歳以上","0","0","0","0","0","0","40","9","3"
"合計","119","36","30","86","3","2","91","20","12"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2002年9月"
"集計期間終了月","2002年9月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1～4歳","0","0","0","0","0","0","2","2","0"
"5～9歳","0","0","0","0","0","0","1","0","0"
"10～14歳","0","0","0","0","0","0","1","0","1"
"15～19歳","20","0","1","5","0","0","0","0","0"
"20～24歳","43","11","9","7","10","0","1","0","0"
"25～29歳","30","12","7","2","7","0","3","0","0"
"30～34歳","21","6","2","7","2","0","2","0","0"
"35～39歳","3","2","0","1","5","0","2","0","0"
"40～44歳","5","1","1","1","1","0","0","1","1"
"45～49歳","0","1","0","1","2","0","0","0","0"
"50～54歳","0","0","0","0","3","0","2","0","0"
"55～59歳","0","0","1","1","4","0","4","0","0"
"60～64歳","0","2","1","0","1","0","5","0","1"
"65～69歳","0","0","0","0","0","0","1","1","0"
"70歳以上","0","0","0","0","0","0","17","3","1"
"合計","122","35","22","25","35","0","44","7","4"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2002年9月"
"集計期間終了月","2002年9月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","2","1"
"1～4歳","0","0","0","0","0","0","6","8","1"
"5～9歳","0","0","0","0","0","0","3","1","0"
"10～14歳","0","0","1","0","0","0","2","0","1"
"15～19歳","21","0","1","14","0","0","1","0","1"
"20～24歳","68","14","17","25","10","0","2","0","0"
"25～29歳","52","15","9","20","8","0","6","0","0"
"30～34歳","47","12","9","24","2","1","3","1","0"
"35～39歳","21","8","5","14","6","0","4","1","0"
"40～44歳","21","6","3","5","1","0","1","1","1"
"45～49歳","5","6","2","3","3","0","6","0","1"
"50～54歳","4","2","3","2","3","0","5","0","0"
"55～59歳","2","3","1","4","4","0","11","0","2"
"60～64歳","0","4","1","0","1","1","11","0","2"
"65～69歳","0","1","0","0","0","0","10","1","2"
"70歳以上","0","0","0","0","0","0","57","12","4"
"合計","241","71","52","111","38","2","135","27","16"
"定点数","41","41","41","41","41","41","25","25","25"


