"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2019年4月"
"集計期間終了月","2019年4月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","0","0"
"1～4歳","0","0","0","0","0","0","3","0","0"
"5～9歳","0","0","0","0","0","0","1","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","3","0","1","2","0","0","1","0","0"
"20～24歳","28","7","10","18","0","0","0","0","0"
"25～29歳","28","11","21","17","0","0","0","0","0"
"30～34歳","33","15","8","17","0","0","0","0","1"
"35～39歳","22","11","10","18","0","0","1","0","0"
"40～44歳","14","6","16","4","0","0","1","0","0"
"45～49歳","11","3","4","4","0","0","1","0","0"
"50～54歳","8","1","2","3","0","0","2","0","0"
"55～59歳","3","1","3","1","0","0","1","0","0"
"60～64歳","0","2","4","1","0","0","2","1","0"
"65～69歳","2","0","3","0","0","0","0","0","0"
"70歳以上","0","1","0","0","0","0","17","4","1"
"合計","152","58","82","85","0","0","37","5","2"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2019年4月"
"集計期間終了月","2019年4月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","1","0","0","0","2","0","0"
"1～4歳","0","0","0","0","0","0","2","0","0"
"5～9歳","0","0","0","0","0","0","2","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","8","1","1","1","1","0","0","0","0"
"20～24歳","24","5","8","8","3","0","0","0","0"
"25～29歳","19","7","7","6","3","0","0","0","0"
"30～34歳","18","1","5","1","2","0","2","0","0"
"35～39歳","9","7","1","0","2","0","1","0","0"
"40～44歳","5","2","3","3","1","0","0","0","0"
"45～49歳","4","0","5","1","1","0","0","0","0"
"50～54歳","1","1","3","1","0","0","1","0","0"
"55～59歳","0","0","5","0","0","0","0","0","0"
"60～64歳","0","0","1","0","1","0","1","0","0"
"65～69歳","1","1","1","0","0","0","1","0","0"
"70歳以上","0","1","0","0","0","0","8","3","0"
"合計","89","26","41","21","14","0","21","3","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2019年4月"
"集計期間終了月","2019年4月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","1","0","0","0","9","0","0"
"1～4歳","0","0","0","0","0","0","5","0","0"
"5～9歳","0","0","0","0","0","0","3","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","11","1","2","3","1","0","1","0","0"
"20～24歳","52","12","18","26","3","0","0","0","0"
"25～29歳","47","18","28","23","3","0","0","0","0"
"30～34歳","51","16","13","18","2","0","2","0","1"
"35～39歳","31","18","11","18","2","0","2","0","0"
"40～44歳","19","8","19","7","1","0","1","0","0"
"45～49歳","15","3","9","5","1","0","1","0","0"
"50～54歳","9","2","5","4","0","0","3","0","0"
"55～59歳","3","1","8","1","0","0","1","0","0"
"60～64歳","0","2","5","1","1","0","3","1","0"
"65～69歳","3","1","4","0","0","0","1","0","0"
"70歳以上","0","2","0","0","0","0","25","7","1"
"合計","241","84","123","106","14","0","58","8","2"
"定点数","54","54","54","54","54","54","25","25","25"


