"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2009年34週"
"集計期間終了週","2009年34週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","31","1","1","1","18","2","10","1","4","0","8","2","1","0","0","0","0","0","0","0","","","","","",""
"区南部","29","2","1","3","29","0","14","1","4","0","9","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","31","0","2","1","20","1","11","1","0","0","11","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","39","0","0","3","27","3","13","0","6","0","11","2","1","0","0","4","0","0","0","0","","","","","",""
"区西北部","29","0","0","2","13","0","12","3","4","0","5","4","1","0","0","1","0","0","0","0","","","","","",""
"区東北部","38","1","0","6","8","11","4","1","6","0","6","5","2","0","0","3","0","0","1","0","","","","","",""
"区東部","34","2","0","0","14","5","4","0","2","0","4","3","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","12","0","0","0","5","2","2","0","0","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","34","1","0","13","54","8","11","2","15","0","19","14","4","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","19","0","0","0","1","1","1","0","1","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","35","1","0","2","4","0","2","0","2","0","4","1","2","0","0","1","0","0","1","0","","","","","",""
"北多摩北部","33","4","0","3","21","3","6","5","0","0","4","3","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","370","12","4","34","214","36","90","14","44","0","82","39","12","0","0","9","0","0","2","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2009年34週"
"集計期間終了週","2009年34週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","26","1","2","4","22","6","11","1","7","0","13","2","1","0","0","1","0","1","0","0","","","","","",""
"区南部","31","2","2","2","28","1","9","6","2","0","5","8","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","37","0","2","1","12","1","7","1","3","0","12","4","0","0","0","0","0","0","0","0","","","","","",""
"区西部","43","1","1","3","17","2","11","0","4","0","5","1","1","0","0","1","0","0","1","0","","","","","",""
"区西北部","36","0","1","1","18","3","15","2","3","1","3","1","1","0","0","1","0","0","0","0","","","","","",""
"区東北部","41","1","0","5","10","4","3","1","7","0","7","3","1","0","0","2","0","0","1","0","","","","","",""
"区東部","21","2","0","1","13","5","4","0","1","0","7","8","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","9","0","0","0","1","1","2","0","1","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","30","1","1","17","32","8","12","5","4","0","16","23","5","0","0","2","0","0","0","0","","","","","",""
"北多摩西部","21","0","0","0","6","1","1","0","2","0","3","6","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","41","1","1","2","4","0","3","1","3","0","5","3","2","0","0","1","0","0","3","0","","","","","",""
"北多摩北部","24","5","0","6","15","4","3","4","3","0","7","3","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","7","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","367","14","10","42","178","36","81","21","40","1","85","63","13","0","0","8","0","1","5","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2009年34週"
"集計期間終了週","2009年34週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","57","2","3","5","40","8","21","1","11","0","21","4","2","0","0","1","0","1","0","0","27","19","2","4","4","0"
"区南部","60","2","3","5","57","1","23","7","6","0","14","9","1","0","0","0","0","0","0","0","23","12","3","1","1","0"
"区西南部","68","0","2","1","32","1","18","1","3","0","23","4","0","0","0","0","0","0","0","0","27","15","4","3","3","0"
"区西部","82","1","1","6","44","5","24","0","10","0","16","3","2","0","0","5","0","0","1","0","27","18","4","4","4","0"
"区西北部","65","0","1","3","31","3","27","5","7","1","8","5","2","0","0","2","0","0","0","0","39","20","6","2","2","0"
"区東北部","79","2","0","11","18","15","7","2","13","0","13","8","3","0","0","5","0","0","2","0","24","11","4","1","1","0"
"区東部","55","2","0","1","27","5","8","0","3","0","11","11","2","0","0","0","0","0","0","0","22","9","3","1","1","0"
"西多摩","21","0","0","0","6","3","2","0","1","0","1","3","0","0","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","64","2","1","30","86","16","23","7","19","0","35","37","9","0","0","2","0","0","0","0","28","12","4","1","1","0"
