"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年1週
"集計期間終了週",2024年1週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1577","1587","3164","405"
"新型コロナウイルス感染症（COVID-19）","627","739","1366","405"
"RSウイルス感染症","2","1","3","255"
"咽頭結膜熱","101","77","178","255"
"Ａ群溶血性レンサ球菌咽頭炎","207","172","379","255"
"感染性胃腸炎","473","438","911","255"
"水痘","17","14","31","255"
"手足口病","12","20","32","255"
"伝染性紅斑","4","3","7","255"
"突発性発しん","11","14","25","255"
"ヘルパンギーナ","2","0","2","255"
"流行性耳下腺炎","0","0","0","255"
"不明発しん症","1","3","4","255"
"川崎病","3","2","5","255"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","4","9","13","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","0","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","47","23","70","25"
"COVID-19入院","55","59","114","25"
