"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年34週
"集計期間終了週",2010年34週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4","3","7","279"
"RSウイルス感染症","3","4","7","146"
"咽頭結膜熱","18","21","39","146"
"Ａ群溶血性レンサ球菌咽頭炎","38","32","70","146"
"感染性胃腸炎","256","209","465","146"
"水痘","42","24","66","146"
"手足口病","93","83","176","146"
"伝染性紅斑","28","33","61","146"
"突発性発しん","42","53","95","146"
"百日咳","5","7","12","146"
"ヘルパンギーナ","57","66","123","146"
"流行性耳下腺炎","51","44","95","146"
"不明発しん症","11","8","19","146"
"川崎病","1","0","1","146"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","12","8","20","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","1","0","1","24"
"マイコプラズマ肺炎","3","1","4","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
