"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年1月"
"集計期間終了月","2010年1月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","3","0"
"1～4歳","0","0","0","0","0","0","2","10","0"
"5～9歳","0","0","0","0","0","0","2","3","0"
"10～14歳","0","0","0","0","0","0","0","1","0"
"15～19歳","2","0","1","0","0","0","0","0","0"
"20～24歳","14","6","3","12","0","1","2","0","0"
"25～29歳","22","9","7","19","0","0","0","0","0"
"30～34歳","21","7","8","11","0","3","0","0","0"
"35～39歳","16","9","10","12","0","0","0","0","0"
"40～44歳","8","10","8","1","0","2","0","0","0"
"45～49歳","8","12","8","5","0","0","1","0","0"
"50～54歳","1","4","3","2","0","1","0","0","0"
"55～59歳","3","3","0","2","0","0","3","2","0"
"60～64歳","2","4","1","0","0","0","4","2","0"
"65～69歳","0","2","0","0","0","0","4","1","0"
"70歳以上","0","0","0","0","0","0","30","4","0"
"合計","97","66","49","64","0","7","50","26","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年1月"
"集計期間終了月","2010年1月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","5","0"
"1～4歳","0","0","0","0","0","0","1","13","0"
"5～9歳","0","0","0","0","0","0","0","2","0"
"10～14歳","1","0","0","0","0","0","0","0","0"
"15～19歳","9","3","3","1","0","0","0","0","0"
"20～24歳","24","10","10","4","3","0","0","0","0"
"25～29歳","31","9","6","3","2","0","0","0","0"
"30～34歳","15","6","5","1","2","0","0","1","0"
"35～39歳","5","7","5","0","2","1","1","0","0"
"40～44歳","4","2","0","1","1","0","1","1","0"
"45～49歳","1","2","0","0","0","0","1","0","0"
"50～54歳","1","2","0","0","0","0","2","0","0"
"55～59歳","0","1","1","0","0","0","1","0","0"
"60～64歳","0","0","0","0","0","0","2","1","0"
"65～69歳","0","0","0","0","0","0","1","0","0"
"70歳以上","0","2","0","0","1","0","14","2","0"
"合計","91","44","30","10","11","1","24","25","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年1月"
"集計期間終了月","2010年1月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","8","0"
"1～4歳","0","0","0","0","0","0","3","23","0"
"5～9歳","0","0","0","0","0","0","2","5","0"
"10～14歳","1","0","0","0","0","0","0","1","0"
"15～19歳","11","3","4","1","0","0","0","0","0"
"20～24歳","38","16","13","16","3","1","2","0","0"
"25～29歳","53","18","13","22","2","0","0","0","0"
"30～34歳","36","13","13","12","2","3","0","1","0"
"35～39歳","21","16","15","12","2","1","1","0","0"
"40～44歳","12","12","8","2","1","2","1","1","0"
"45～49歳","9","14","8","5","0","0","2","0","0"
"50～54歳","2","6","3","2","0","1","2","0","0"
"55～59歳","3","4","1","2","0","0","4","2","0"
"60～64歳","2","4","1","0","0","0","6","3","0"
"65～69歳","0","2","0","0","0","0","5","1","0"
"70歳以上","0","2","0","0","1","0","44","6","0"
"合計","188","110","79","74","11","8","74","51","0"
"定点数","55","55","55","55","55","55","24","24","24"


