"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年34週
"集計期間終了週",2004年34週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","1","1","2","142"
"咽頭結膜熱","24","21","45","142"
"Ａ群溶血性レンサ球菌咽頭炎","8","16","24","142"
"感染性胃腸炎","121","96","217","142"
"水痘","21","14","35","142"
"手足口病","28","27","55","142"
"伝染性紅斑","11","14","25","142"
"突発性発しん","33","32","65","142"
"百日咳","0","0","0","142"
"風しん","2","2","4","142"
"ヘルパンギーナ","39","34","73","142"
"麻しん（成人麻しん以外）","0","1","1","142"
"流行性耳下腺炎","32","45","77","142"
"不明発しん症","1","3","4","142"
"川崎病","1","1","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","7","8","15","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
