"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2020年31週
"集計期間終了週",2020年31週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","412"
"RSウイルス感染症","0","1","1","258"
"咽頭結膜熱","3","8","11","258"
"Ａ群溶血性レンサ球菌咽頭炎","67","44","111","258"
"感染性胃腸炎","362","308","670","258"
"水痘","12","15","27","258"
"手足口病","19","16","35","258"
"伝染性紅斑","3","1","4","258"
"突発性発しん","85","54","139","258"
"ヘルパンギーナ","9","11","20","258"
"流行性耳下腺炎","2","5","7","258"
"不明発しん症","3","5","8","258"
"川崎病","2","2","4","258"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","7","0","7","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
