"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年49週
"集計期間終了週",2021年49週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","410"
"RSウイルス感染症","1","2","3","258"
"咽頭結膜熱","17","13","30","258"
"Ａ群溶血性レンサ球菌咽頭炎","48","31","79","258"
"感染性胃腸炎","1075","946","2021","258"
"水痘","18","19","37","258"
"手足口病","109","88","197","258"
"伝染性紅斑","1","1","2","258"
"突発性発しん","33","52","85","258"
"ヘルパンギーナ","38","48","86","258"
"流行性耳下腺炎","5","1","6","258"
"不明発しん症","9","7","16","258"
"川崎病","4","1","5","258"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","3","2","5","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","1","0","1","25"
