"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2022年27週"
"集計期間終了週","2022年27週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","12","1","0","48","1","9","0","7","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","0","24","6","4","64","2","34","0","5","7","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","17","0","3","61","1","31","0","7","7","2","2","0","0","3","0","0","0","0","0","0","","","","","",""
"区西部","0","16","4","4","69","1","32","0","3","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","0","13","6","4","109","0","37","0","11","17","0","2","0","0","2","0","0","0","0","0","0","","","","","",""
"区東北部","0","16","8","0","59","0","23","0","4","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","0","26","8","5","73","0","31","0","4","18","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","1","13","0","3","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","8","1","4","127","0","29","0","10","9","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","6","0","3","44","0","10","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","12","3","0","53","0","49","0","7","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","7","9","4","71","1","21","0","5","14","2","0","1","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","161","47","32","791","6","309","0","65","103","7","6","1","0","9","0","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2022年27週"
"集計期間終了週","2022年27週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","15","1","0","52","1","14","0","4","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","0","17","2","1","60","2","25","0","1","12","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","10","3","3","33","2","26","0","3","7","2","2","0","0","3","0","0","0","0","0","0","","","","","",""
"区西部","0","10","2","1","42","1","24","0","1","3","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","0","12","5","4","73","0","45","0","8","12","1","2","1","0","2","0","0","0","0","0","0","","","","","",""
"区東北部","0","6","2","1","52","0","17","0","4","9","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","0","17","4","1","42","0","23","1","6","17","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","1","20","0","2","2","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","4","2","2","111","1","19","1","7","9","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","12","0","2","37","0","5","0","4","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","6","3","0","58","3","47","0","4","6","0","1","0","0","0","2","0","0","0","0","0","","","","","",""
"北多摩北部","0","6","7","1","64","2","11","0","8","7","1","0","1","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","117","32","17","644","12","258","4","51","94","7","9","3","0","9","2","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2022年27週"
"集計期間終了週","2022年27週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","27","1","0","100","1","23","0","11","16","0","0","0","0","0","0","0","0","0","0","0","32","20","2","4","4","0"
"区南部","0","41","8","5","124","4","59","0","6","19","2","1","0","0","0","0","0","0","0","0","0","33","21","3","1","1","0"
