"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年45週
"集計期間終了週",2016年45週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","203","187","390","414"
"RSウイルス感染症","91","51","142","261"
"咽頭結膜熱","34","27","61","261"
"Ａ群溶血性レンサ球菌咽頭炎","274","232","506","261"
"感染性胃腸炎","1946","1725","3671","261"
"水痘","66","62","128","261"
"手足口病","93","83","176","261"
"伝染性紅斑","11","11","22","261"
"突発性発しん","64","52","116","261"
"百日咳","3","5","8","261"
"ヘルパンギーナ","25","19","44","261"
"流行性耳下腺炎","126","110","236","261"
"不明発しん症","14","3","17","261"
"川崎病","1","2","3","261"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","10","10","20","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","2","0","2","25"
"マイコプラズマ肺炎","25","23","48","25"
"クラミジア肺炎(オウム病は除く)","2","0","2","25"
"感染性胃腸炎（ロタウイルス）","0","1","1","25"
"インフルエンザ入院","1","0","1","25"
