"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2017年20週
"集計期間終了週",2017年20週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","117","134","251","414"
"RSウイルス感染症","34","18","52","262"
"咽頭結膜熱","88","69","157","262"
"Ａ群溶血性レンサ球菌咽頭炎","459","402","861","262"
"感染性胃腸炎","1174","984","2158","262"
"水痘","52","52","104","262"
"手足口病","49","47","96","262"
"伝染性紅斑","15","10","25","262"
"突発性発しん","75","95","170","262"
"百日咳","0","1","1","262"
"ヘルパンギーナ","7","12","19","262"
"流行性耳下腺炎","38","33","71","262"
"不明発しん症","9","12","21","262"
"川崎病","2","0","2","262"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","19","19","38","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","2","4","6","25"
"インフルエンザ入院","0","0","0","25"
