"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年23週
"集計期間終了週",2009年23週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","27","15","42","288"
"RSウイルス感染症","3","1","4","149"
"咽頭結膜熱","29","22","51","149"
"Ａ群溶血性レンサ球菌咽頭炎","155","124","279","149"
"感染性胃腸炎","396","347","743","149"
"水痘","66","80","146","149"
"手足口病","15","14","29","149"
"伝染性紅斑","15","21","36","149"
"突発性発しん","48","52","100","149"
"百日咳","4","10","14","149"
"ヘルパンギーナ","5","6","11","149"
"流行性耳下腺炎","71","57","128","149"
"不明発しん症","5","9","14","149"
"川崎病","2","0","2","149"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","4","6","10","39"
"細菌性髄膜炎","1","0","1","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","4","8","12","24"
"クラミジア肺炎(オウム病は除く)","0","3","3","24"
