"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年11週
"集計期間終了週",2003年11週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","206","248","454","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","2","0","2","142"
"Ａ群溶血性レンサ球菌咽頭炎","44","34","78","142"
"感染性胃腸炎","457","448","905","142"
"水痘","57","56","113","142"
"手足口病","0","1","1","142"
"伝染性紅斑","5","5","10","142"
"突発性発しん","24","37","61","142"
"百日咳","1","0","1","142"
"風しん","3","1","4","142"
"ヘルパンギーナ","1","2","3","142"
"麻しん（成人麻しん以外）","5","8","13","142"
"流行性耳下腺炎","16","13","29","142"
"不明発しん症","0","3","3","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","1","0","1","14"
"流行性角結膜炎","5","5","10","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","2","3","5","25"
