"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年34週"
"集計期間終了週","2023年34週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","5","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","7","30","0","0","2","2","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","10","50","5","4","5","7","0","1","1","0","2","0","0","0","0","0","0","0","1","0","0","1","","","","","",""
"新宿区","7","51","0","5","3","11","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"文京","5","32","0","5","3","2","0","4","0","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","6","28","0","2","0","11","0","7","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","7","116","1","1","1","2","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"江東区","14","95","1","8","5","23","1","3","0","1","2","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"品川区","7","64","1","4","5","11","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","12","38","1","5","2","11","0","1","0","1","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","28","132","3","6","6","28","2","11","0","2","8","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","14","167","11","35","4","21","1","6","0","1","10","0","0","0","0","2","0","0","0","0","0","1","","","","","",""
"渋谷区","5","31","1","0","0","7","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中野区","5","57","0","1","3","11","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","7","105","1","3","7","18","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","5","65","0","2","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","22","99","0","8","4","5","0","3","0","1","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","14","46","1","0","2","7","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","4","87","0","0","5","13","0","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","17","137","1","1","6","23","0","3","2","4","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","10","111","4","2","5","26","0","5","0","0","3","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","10","78","0","5","8","13","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","11","149","2","16","10","20","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","13","122","3","5","8","34","1","5","0","1","10","0","1","0","0","2","0","0","0","0","0","1","","","","","",""
"町田市","11","100","0","3","5","35","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","52","0","0","1","6","1","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","5","89","1","1","1","12","1","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","12","169","2","3","15","12","0","14","0","1","7","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","10","291","5","3","19","36","0","8","0","1","7","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","21","203","1","5","10","64","2","8","1","5","6","0","0","0","0","1","0","0","0","0","0","2","","","","","",""
"島しょ","1","21","0","1","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","306","2844","45","134","145","472","12","114","5","24","95","2","6","1","0","7","0","0","1","0","0","8","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年34週"
"集計期間終了週","2023年34週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","6","37","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","7","28","0","0","0","4","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","8","57","1","4","8","2","1","5","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","10","63","1","2","3","4","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","1","","","","","",""
"文京","2","25","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","4","30","1","1","0","14","0","7","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","5","108","0","1","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","15","110","0","2","4","21","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","10","60","0","4","5","9","0","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","10","34","1","3","3","9","0","3","1","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","12","117","2","5","5","18","1","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","12","192","8","26","12","23","2","5","0","0","7","0","1","0","0","3","0","1","0","0","0","0","","","","","",""
"渋谷区","2","35","2","0","1","9","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中野区","8","55","0","0","9","9","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","16","146","2","1","2","18","7","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","7","83","3","4","1","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"北区","9","105","0","3","5","7","2","6","0","3","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","12","64","0","1","3","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","6","115","2","0","1","8","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"練馬区","13","167","1","5","1","19","0","1","0","4","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","11","114","3","1","4","16","1","3","0","3","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","5","127","0","3","5","14","0","3","0","0","1","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"江戸川","7","176","2","8","5","11","0","5","0","1","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","9","149","4","9","5","29","0","6","0","5","10","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"町田市","7","80","0","0","3","18","0","7","0","0","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","53","0","0","3","6","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","5","86","0","0","0","18","0","1","0","2","2","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩立川","16","161","2","1","12","10","0","14","1","3","6","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","13","305","1","2","13","23","0","7","0","2","7","0","2","0","0","2","0","0","0","0","0","0","","","","","",""
"多摩小平","22","211","4","1","12","30","2","4","0","4","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","1","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","270","3112","40","88","125","362","17","92","3","35","86","0","6","2","0","15","0","1","0","0","0","4","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年34週"
"集計期間終了週","2023年34週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","11","66","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","14","58","0","0","2","6","0","5","0","0","1","0","0","0","0","1","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","18","107","6","8","13","9","1","6","1","1","3","0","0","0","0","0","0","0","1","0","0","1","9","6","0","1","1","0"
"新宿区","17","114","1","7","6","15","0","1","1","1","1","0","0","1","0","2","0","0","0","0","0","1","11","7","2","2","2","0"
"文京","7","57","0","6","3","5","1","4","0","1","3","0","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","10","58","1","3","0","25","0","14","0","1","5","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","12","224","1","2","1","5","0","2","0","1","2","0","0","0","0","0","0","0","0","0","0","3","8","5","1","1","1","0"
"江東区","29","205","1","10","9","44","1","3","0","1","4","0","0","0","0","1","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","17","124","1","8","10","20","0","10","0","0","3","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","22","72","2","8","5","20","0","4","1","2","7","0","1","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","40","249","5","11","11","46","3","13","0","2","14","0","1","0","0","0","0","0","0","0","0","0","20","12","2","1","1","0"
"世田谷","26","359","19","61","16","44","3","11","0","1","17","0","1","0","0","5","0","1","0","0","0","1","23","14","2","2","2","0"
"渋谷区","7","66","3","0","1","16","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","2","7","4","0","1","1","0"
"中野区","13","112","0","1","12","20","0","2","0","3","3","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","23","251","3","4","9","36","10","1","0","3","0","0","1","1","0","0","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","12","148","3","6","1","1","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","31","204","0","11","9","12","2","9","0","4","7","0","1","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","26","110","1","1","5","13","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","10","202","2","0","6","21","0","5","0","1","5","0","0","0","0","0","0","0","0","0","0","1","16","10","2","1","1","0"
"練馬区","30","304","2","6","7","42","0","4","2","8","8","0","1","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","21","225","7","3","9","42","1","8","0","3","7","0","1","1","0","0","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","15","205","0","8","13","27","0","5","1","0","2","0","0","0","0","2","0","0","0","0","0","0","13","8","1","1","1","0"
"江戸川","18","325","4","24","15","31","0","8","0","1","4","0","0","0","0","0","0","0","0","0","0","0","18","11","2","0","0","0"
"八王子市","22","271","7","14","13","63","1","11","0","6","20","0","1","0","0","4","0","0","0","0","0","1","18","11","2","1","1","0"
"町田市","18","180","0","3","8","53","0","7","0","0","12","1","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","1","105","0","0","4","12","1","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","13","7","1","1","1","0"
"南多摩","10","175","1","1","1","30","1","3","0","3","4","0","0","0","0","1","0","0","0","0","0","0","12","7","1","0","0","0"
"多摩立川","28","330","4","4","27","22","0","28","1","4","13","1","1","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","23","596","6","5","32","59","0","15","0","3","14","0","3","0","0","2","0","0","0","0","0","0","33","21","3","3","3","0"
"多摩小平","43","414","5","6","22","94","4","12","1","9","10","0","0","0","0","1","0","0","0","0","0","2","22","14","2","2","2","0"
"島しょ","2","40","0","1","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","576","5956","85","222","270","834","29","206","8","59","181","2","12","3","0","22","0","1","1","0","0","12","410","255","38","25","25","0"


