"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2004年1月"
"集計期間終了月","2004年1月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","7","0"
"1～4歳","0","0","0","0","0","0","2","13","0"
"5～9歳","0","0","0","0","0","0","2","1","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","3","0","0","5","0","0","0","0","0"
"20～24歳","19","3","3","16","0","0","0","0","0"
"25～29歳","18","6","5","21","0","0","2","0","0"
"30～34歳","23","7","5","12","0","1","1","0","0"
"35～39歳","22","6","3","24","0","0","3","1","0"
"40～44歳","13","4","2","13","0","0","0","2","0"
"45～49歳","6","2","1","2","0","0","1","0","0"
"50～54歳","4","3","3","2","0","1","3","0","0"
"55～59歳","4","0","1","3","0","0","1","3","0"
"60～64歳","0","1","0","0","0","0","9","1","0"
"65～69歳","0","0","0","0","0","0","8","1","0"
"70歳以上","1","1","0","0","0","0","25","6","0"
"合計","113","33","23","98","0","2","62","35","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2004年1月"
"集計期間終了月","2004年1月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","4","0"
"1～4歳","0","0","0","0","0","0","1","11","0"
"5～9歳","0","0","0","0","0","0","3","0","0"
"10～14歳","1","0","0","0","0","0","0","0","0"
"15～19歳","13","1","4","2","1","0","0","0","0"
"20～24歳","29","10","7","8","4","1","0","0","0"
"25～29歳","20","5","4","2","7","0","0","1","0"
"30～34歳","8","1","1","2","4","1","2","1","0"
"35～39歳","10","2","0","4","4","0","0","0","0"
"40～44歳","4","3","0","1","1","0","0","0","1"
"45～49歳","0","1","0","0","2","0","1","0","0"
"50～54歳","0","1","0","1","0","0","1","0","0"
"55～59歳","0","0","0","0","0","0","3","1","0"
"60～64歳","0","0","0","0","0","0","5","1","0"
"65～69歳","0","1","0","0","0","0","3","1","0"
"70歳以上","0","1","0","0","0","0","17","3","0"
"合計","85","26","16","20","23","2","36","23","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2004年1月"
"集計期間終了月","2004年1月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","11","0"
"1～4歳","0","0","0","0","0","0","3","24","0"
"5～9歳","0","0","0","0","0","0","5","1","0"
"10～14歳","1","0","0","0","0","0","0","0","0"
"15～19歳","16","1","4","7","1","0","0","0","0"
"20～24歳","48","13","10","24","4","1","0","0","0"
"25～29歳","38","11","9","23","7","0","2","1","0"
"30～34歳","31","8","6","14","4","2","3","1","0"
"35～39歳","32","8","3","28","4","0","3","1","0"
"40～44歳","17","7","2","14","1","0","0","2","1"
"45～49歳","6","3","1","2","2","0","2","0","0"
"50～54歳","4","4","3","3","0","1","4","0","0"
"55～59歳","4","0","1","3","0","0","4","4","0"
"60～64歳","0","1","0","0","0","0","14","2","0"
"65～69歳","0","1","0","0","0","0","11","2","0"
"70歳以上","1","2","0","0","0","0","42","9","0"
"合計","198","59","39","118","23","4","98","58","1"
"定点数","41","41","41","41","41","41","25","25","25"


