"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年45週
"集計期間終了週",2008年45週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","16","14","30","286"
"RSウイルス感染症","60","54","114","149"
"咽頭結膜熱","16","17","33","149"
"Ａ群溶血性レンサ球菌咽頭炎","91","94","185","149"
"感染性胃腸炎","399","331","730","149"
"水痘","65","55","120","149"
"手足口病","54","44","98","149"
"伝染性紅斑","9","6","15","149"
"突発性発しん","38","45","83","149"
"百日咳","0","1","1","149"
"ヘルパンギーナ","13","7","20","149"
"流行性耳下腺炎","60","42","102","149"
"不明発しん症","8","3","11","149"
"川崎病","3","0","3","149"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","8","5","13","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","9","7","16","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
