"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2001年21週
"集計期間終了週",2001年21週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","2","2","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","4","4","8","142"
"Ａ群溶血性レンサ球菌咽頭炎","44","31","75","142"
"感染性胃腸炎","221","174","395","142"
"水痘","110","95","205","142"
"手足口病","13","19","32","142"
"伝染性紅斑","30","44","74","142"
"突発性発しん","42","43","85","142"
"百日咳","1","0","1","142"
"風しん","5","3","8","142"
"ヘルパンギーナ","15","12","27","142"
"麻しん（成人麻しん以外）","18","20","38","142"
"流行性耳下腺炎","60","41","101","142"
"不明発しん症","8","10","18","142"
"川崎病","0","2","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","8","15","23","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","5","4","9","25"
