"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年28週
"集計期間終了週",2018年28週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","14","8","22","411"
"RSウイルス感染症","88","63","151","260"
"咽頭結膜熱","92","62","154","260"
"Ａ群溶血性レンサ球菌咽頭炎","346","288","634","260"
"感染性胃腸炎","761","640","1401","260"
"水痘","43","36","79","260"
"手足口病","180","154","334","260"
"伝染性紅斑","117","148","265","260"
"突発性発しん","91","76","167","260"
"ヘルパンギーナ","430","387","817","260"
"流行性耳下腺炎","25","13","38","260"
"不明発しん症","19","12","31","260"
"川崎病","2","1","3","260"
"急性出血性結膜炎","0","1","1","38"
"流行性角結膜炎","13","7","20","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","2","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
