"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2014年1月"
"集計期間終了月","2014年1月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","36","45","20","12","0","1","5","4","0","0","",""
"区南部","3","3","1","4","0","0","0","1","0","0","",""
"区西南部","5","2","1","1","0","0","4","1","0","0","",""
"区西部","43","13","31","34","0","8","7","4","0","0","",""
"区西北部","13","1","4","8","0","0","1","2","0","0","",""
"区東北部","1","0","0","0","0","0","3","5","0","0","",""
"区東部","9","8","3","14","0","0","3","3","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","4","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","1","0","0","0","16","3","0","0","",""
"北多摩北部","0","0","0","0","0","0","3","3","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","110","72","61","73","0","9","46","26","0","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2014年1月"
"集計期間終了月","2014年1月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","4","9","9","2","0","2","3","0","0","0","",""
"区南部","6","0","1","0","0","0","0","0","0","0","",""
"区西南部","4","5","2","1","0","0","1","0","0","0","",""
"区西部","8","7","12","5","0","1","10","0","0","0","",""
"区西北部","10","3","3","2","1","0","5","4","0","0","",""
"区東北部","4","0","1","0","0","0","5","1","0","0","",""
"区東部","6","0","0","1","1","0","1","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","7","3","0","0","1","0","1","0","0","0","",""
"北多摩西部","9","0","2","1","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","6","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","58","27","30","12","3","3","33","5","0","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2014年1月"
"集計期間終了月","2014年1月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","40","54","29","14","0","3","8","4","0","0","10","4"
"区南部","9","3","2","4","0","0","0","1","0","0","3","1"
"区西南部","9","7","3","2","0","0","5","1","0","0","5","3"
"区西部","51","20","43","39","0","9","17","4","0","0","11","4"
"区西北部","23","4","7","10","1","0","6","6","0","0","6","2"
"区東北部","5","0","1","0","0","0","8","6","0","0","3","1"
"区東部","15","8","3","15","1","0","4","3","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","7","3","0","0","1","0","5","0","0","0","5","1"
"北多摩西部","9","0","2","1","0","0","0","0","0","0","2","1"
"北多摩南部","0","0","1","0","0","0","22","3","0","0","3","3"
"北多摩北部","0","0","0","0","0","0","4","3","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","168","99","91","85","3","12","79","31","0","0","55","25"


