"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年27週
"集計期間終了週",2023年27週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","255","252","507","416"
"新型コロナウイルス感染症（COVID-19）","1558","1594","3152","416"
"RSウイルス感染症","356","348","704","261"
"咽頭結膜熱","52","40","92","261"
"Ａ群溶血性レンサ球菌咽頭炎","192","154","346","261"
"感染性胃腸炎","643","521","1164","261"
"水痘","21","14","35","261"
"手足口病","121","86","207","261"
"伝染性紅斑","8","6","14","261"
"突発性発しん","36","43","79","261"
"ヘルパンギーナ","1065","1023","2088","261"
"流行性耳下腺炎","11","10","21","261"
"不明発しん症","10","6","16","261"
"川崎病","3","2","5","261"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","6","6","12","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","2","0","2","25"
