"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年14週
"集計期間終了週",2021年14週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","1","1","413"
"RSウイルス感染症","19","18","37","259"
"咽頭結膜熱","10","7","17","259"
"Ａ群溶血性レンサ球菌咽頭炎","48","34","82","259"
"感染性胃腸炎","357","305","662","259"
"水痘","12","8","20","259"
"手足口病","3","3","6","259"
"伝染性紅斑","3","1","4","259"
"突発性発しん","62","57","119","259"
"ヘルパンギーナ","2","3","5","259"
"流行性耳下腺炎","10","7","17","259"
"不明発しん症","3","4","7","259"
"川崎病","1","1","2","259"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","4","1","5","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
