"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年2週
"集計期間終了週",2009年2週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1452","1409","2861","286"
"RSウイルス感染症","7","15","22","148"
"咽頭結膜熱","15","15","30","148"
"Ａ群溶血性レンサ球菌咽頭炎","142","111","253","148"
"感染性胃腸炎","612","594","1206","148"
"水痘","180","161","341","148"
"手足口病","3","7","10","148"
"伝染性紅斑","18","14","32","148"
"突発性発しん","35","35","70","148"
"百日咳","0","5","5","148"
"ヘルパンギーナ","0","2","2","148"
"流行性耳下腺炎","68","45","113","148"
"不明発しん症","3","4","7","148"
"川崎病","2","1","3","148"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","6","5","11","38"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","1","0","1","24"
"マイコプラズマ肺炎","4","3","7","24"
"クラミジア肺炎(オウム病は除く)","1","1","2","24"
