"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年21週
"集計期間終了週",2019年21週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","124","94","218","413"
"RSウイルス感染症","42","31","73","260"
"咽頭結膜熱","79","61","140","260"
"Ａ群溶血性レンサ球菌咽頭炎","438","335","773","260"
"感染性胃腸炎","1028","925","1953","260"
"水痘","67","76","143","260"
"手足口病","56","53","109","260"
"伝染性紅斑","52","70","122","260"
"突発性発しん","86","81","167","260"
"ヘルパンギーナ","12","12","24","260"
"流行性耳下腺炎","13","15","28","260"
"不明発しん症","7","7","14","260"
"川崎病","2","0","2","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","4","4","8","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","1","3","4","25"
"マイコプラズマ肺炎","1","2","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","2","6","8","25"
"インフルエンザ入院","0","1","1","25"
