"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年9週
"集計期間終了週",2014年9週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","6155","5818","11973","416"
"RSウイルス感染症","12","14","26","261"
"咽頭結膜熱","28","19","47","261"
"Ａ群溶血性レンサ球菌咽頭炎","340","291","631","261"
"感染性胃腸炎","812","719","1531","261"
"水痘","121","83","204","261"
"手足口病","4","8","12","261"
"伝染性紅斑","25","22","47","261"
"突発性発しん","55","48","103","261"
"百日咳","0","3","3","261"
"ヘルパンギーナ","0","0","0","261"
"流行性耳下腺炎","8","12","20","261"
"不明発しん症","4","3","7","261"
"川崎病","3","2","5","261"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","8","3","11","37"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","1","2","3","25"
"クラミジア肺炎(オウム病は除く)","1","1","2","25"
"感染性胃腸炎（ロタウイルス）","6","3","9","25"
"インフルエンザ入院","28","21","49","25"
