"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2017年2週
"集計期間終了週",2017年2週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3076","3219","6295","415"
"RSウイルス感染症","16","7","23","263"
"咽頭結膜熱","30","36","66","263"
"Ａ群溶血性レンサ球菌咽頭炎","185","163","348","263"
"感染性胃腸炎","853","814","1667","263"
"水痘","51","47","98","263"
"手足口病","13","9","22","263"
"伝染性紅斑","18","23","41","263"
"突発性発しん","64","61","125","263"
"百日咳","0","0","0","263"
"ヘルパンギーナ","1","0","1","263"
"流行性耳下腺炎","62","59","121","263"
"不明発しん症","13","8","21","263"
"川崎病","1","2","3","263"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","10","4","14","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","5","1","6","25"
"クラミジア肺炎(オウム病は除く)","2","1","3","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","26","30","56","25"
