"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年8週
"集計期間終了週",2007年8週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2211","2045","4256","280"
"RSウイルス感染症","8","9","17","141"
"咽頭結膜熱","17","18","35","141"
"Ａ群溶血性レンサ球菌咽頭炎","141","127","268","141"
"感染性胃腸炎","424","358","782","141"
"水痘","117","99","216","141"
"手足口病","5","8","13","141"
"伝染性紅斑","32","28","60","141"
"突発性発しん","37","32","69","141"
"百日咳","1","3","4","141"
"風しん","0","1","1","141"
"ヘルパンギーナ","0","1","1","141"
"麻しん（成人麻しん以外）","1","0","1","141"
"流行性耳下腺炎","25","18","43","141"
"不明発しん症","1","3","4","141"
"川崎病","1","3","4","141"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","11","9","20","14"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","1","1","2","23"
"マイコプラズマ肺炎","0","2","2","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
"成人麻しん","0","0","0","23"
