"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2014年6月"
"集計期間終了月","2014年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","53","45","12","12","0","2","4","0","0","0","",""
"区南部","9","1","2","3","0","0","1","0","0","0","",""
"区西南部","7","0","2","4","0","0","4","1","0","0","",""
"区西部","33","10","44","21","0","7","5","1","0","0","",""
"区西北部","17","5","4","16","0","0","0","3","1","0","",""
"区東北部","0","0","0","1","0","0","2","0","0","0","",""
"区東部","8","6","6","9","0","0","0","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","1","0","",""
"南多摩","1","0","0","0","0","0","2","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","3","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","18","1","0","0","",""
"北多摩北部","0","0","0","0","0","0","3","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","128","67","70","66","0","9","42","8","2","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2014年6月"
"集計期間終了月","2014年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","22","11","13","27","5","1","7","0","0","0","",""
"区南部","9","0","0","0","0","0","1","0","0","0","",""
"区西南部","6","9","2","0","1","0","1","1","0","0","",""
"区西部","6","8","20","6","0","1","5","1","0","0","",""
"区西北部","10","8","4","8","1","1","6","1","0","0","",""
"区東北部","7","1","0","2","0","0","4","0","0","0","",""
"区東部","17","6","0","0","4","0","2","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","10","3","1","0","1","0","0","0","0","0","",""
"北多摩西部","17","0","0","1","0","0","1","0","0","0","",""
"北多摩南部","0","0","2","0","0","0","20","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","2","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","104","46","42","44","12","3","49","4","0","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2014年6月"
"集計期間終了月","2014年6月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","75","56","25","39","5","3","11","0","0","0","10","4"
"区南部","18","1","2","3","0","0","2","0","0","0","3","1"
"区西南部","13","9","4","4","1","0","5","2","0","0","5","3"
"区西部","39","18","64","27","0","8","10","2","0","0","11","4"
"区西北部","27","13","8","24","1","1","6","4","1","0","6","2"
"区東北部","7","1","0","3","0","0","6","0","0","0","3","1"
"区東部","25","12","6","9","4","0","2","2","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","1","0","0","1"
"南多摩","11","3","1","0","1","0","2","0","0","0","5","1"
"北多摩西部","17","0","0","1","0","0","4","0","0","0","2","1"
"北多摩南部","0","0","2","0","0","0","38","1","0","0","3","3"
"北多摩北部","0","0","0","0","0","0","5","1","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","232","113","112","110","12","12","91","12","2","0","55","25"


