"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年11週
"集計期間終了週",2008年11週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","373","377","750","289"
"RSウイルス感染症","2","1","3","150"
"咽頭結膜熱","13","19","32","150"
"Ａ群溶血性レンサ球菌咽頭炎","212","170","382","150"
"感染性胃腸炎","1207","1173","2380","150"
"水痘","102","83","185","150"
"手足口病","3","4","7","150"
"伝染性紅斑","7","11","18","150"
"突発性発しん","48","43","91","150"
"百日咳","1","1","2","150"
"ヘルパンギーナ","0","0","0","150"
"流行性耳下腺炎","24","23","47","150"
"不明発しん症","6","2","8","150"
"川崎病","1","1","2","150"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","5","7","12","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","1","1","24"
"マイコプラズマ肺炎","2","4","6","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
