"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年1週
"集計期間終了週",2012年1週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","185","202","387","410"
"RSウイルス感染症","44","41","85","257"
"咽頭結膜熱","37","42","79","257"
"Ａ群溶血性レンサ球菌咽頭炎","107","120","227","257"
"感染性胃腸炎","998","923","1921","257"
"水痘","310","280","590","257"
"手足口病","16","9","25","257"
"伝染性紅斑","23","44","67","257"
"突発性発しん","34","44","78","257"
"百日咳","3","2","5","257"
"ヘルパンギーナ","1","3","4","257"
"流行性耳下腺炎","46","30","76","257"
"不明発しん症","4","5","9","257"
"川崎病","1","0","1","257"
"急性出血性結膜炎","0","0","0","36"
"流行性角結膜炎","23","12","35","36"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","18","13","31","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","4","3","7","25"
