"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2025年20週
"集計期間終了週",2025年20週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","98","76","174","419"
"新型コロナウイルス感染症（COVID-19）","146","138","284","419"
"急性呼吸器感染症（ARI）","11683","11291","22974","419"
"RSウイルス感染症","14","8","22","264"
"咽頭結膜熱","43","34","77","264"
"Ａ群溶血性レンサ球菌咽頭炎","705","460","1165","264"
"感染性胃腸炎","1056","927","1983","264"
"水痘","127","109","236","264"
"手足口病","28","19","47","264"
"伝染性紅斑","123","111","234","264"
"突発性発しん","38","50","88","264"
"ヘルパンギーナ","5","5","10","264"
"流行性耳下腺炎","17","12","29","264"
"不明発しん症","12","18","30","264"
"川崎病","0","1","1","264"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","8","7","15","39"
"細菌性髄膜炎","1","1","2","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","0","4","4","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","1","1","25"
"インフルエンザ入院","0","2","2","25"
"COVID-19入院","5","15","20","25"
