"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年8週"
"集計期間終了週","2025年8週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","20","34","8","2","26","180","4","0","13","2","0","0","1","1","0","0","0","0","0","0","0","0","8","","","","","",""
"区南部","29","33","5","2","6","173","6","3","6","0","0","0","0","1","0","0","0","0","0","0","0","1","1","","","","","",""
"区西南部","26","46","6","2","19","151","6","0","6","4","0","1","2","0","0","1","0","0","0","0","1","1","11","","","","","",""
"区西部","23","38","7","1","33","144","3","0","13","2","0","0","1","2","0","1","0","0","1","1","1","0","2","","","","","",""
"区西北部","58","67","12","2","64","253","9","0","17","3","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","35","68","20","4","36","191","4","0","18","2","0","0","1","0","0","1","0","0","0","0","0","0","0","","","","","",""
"区東部","25","70","10","1","43","209","4","0","19","2","0","1","2","0","0","5","0","0","0","0","1","0","1","","","","","",""
"西多摩","13","19","1","0","0","17","6","0","7","0","0","0","0","0","0","0","0","0","0","0","0","1","3","","","","","",""
"南多摩","48","71","10","0","40","186","3","0","11","0","1","0","0","0","0","1","0","0","0","0","0","0","9","","","","","",""
"北多摩西部","18","34","5","1","26","50","3","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","32","55","5","1","28","123","6","1","9","3","0","0","0","0","0","1","0","0","2","0","1","2","14","","","","","",""
"北多摩北部","8","49","5","0","36","150","2","0","18","3","0","0","0","0","0","0","0","0","2","0","0","2","9","","","","","",""
"島しょ","0","7","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"合計","335","591","94","16","357","1830","56","4","147","21","1","2","7","5","0","10","0","0","5","1","4","7","60","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年8週"
"集計期間終了週","2025年8週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","25","29","8","2","14","126","2","1","11","3","0","1","1","1","0","0","0","0","0","0","0","0","7","","","","","",""
"区南部","22","43","4","3","14","167","3","2","4","1","0","1","1","1","0","0","0","0","0","0","0","1","1","","","","","",""
"区西南部","23","48","8","2","22","139","2","0","3","3","0","1","3","0","0","2","0","0","0","0","1","1","7","","","","","",""
"区西部","31","59","8","5","27","116","1","0","9","2","0","0","1","2","0","1","0","0","2","1","1","0","2","","","","","",""
"区西北部","53","96","15","2","50","231","5","0","12","4","0","1","1","1","0","5","0","0","0","0","0","0","3","","","","","",""
"区東北部","32","85","11","4","21","180","1","0","14","3","0","1","1","1","0","1","0","0","0","0","2","0","3","","","","","",""
"区東部","24","58","10","1","33","236","2","0","13","2","0","1","2","0","0","5","0","0","0","0","1","1","1","","","","","",""
"西多摩","6","30","1","0","3","33","3","1","5","1","0","0","0","0","0","0","0","0","0","0","0","1","3","","","","","",""
"南多摩","48","85","8","0","35","188","4","1","16","3","1","0","1","0","0","2","0","0","0","0","0","0","3","","","","","",""
"北多摩西部","18","48","5","1","23","47","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","29","64","5","1","25","106","7","1","4","3","0","0","0","0","0","1","0","0","2","0","1","1","9","","","","","",""
"北多摩北部","12","62","5","1","20","129","7","0","12","1","0","0","1","0","0","0","0","0","1","0","0","1","6","","","","","",""
"島しょ","0","16","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
