"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年28週
"集計期間終了週",2023年28週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","277","237","514","415"
"新型コロナウイルス感染症（COVID-19）","1609","1799","3408","415"
"RSウイルス感染症","334","296","630","261"
"咽頭結膜熱","66","37","103","261"
"Ａ群溶血性レンサ球菌咽頭炎","181","166","347","261"
"感染性胃腸炎","688","484","1172","261"
"水痘","17","14","31","261"
"手足口病","76","68","144","261"
"伝染性紅斑","2","0","2","261"
"突発性発しん","34","40","74","261"
"ヘルパンギーナ","905","811","1716","261"
"流行性耳下腺炎","9","4","13","261"
"不明発しん症","16","9","25","261"
"川崎病","3","2","5","261"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","19","7","26","39"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","1","1","2","25"
