"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年2週
"集計期間終了週",2024年2週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2111","2081","4192","414"
"新型コロナウイルス感染症（COVID-19）","1112","1227","2339","414"
"RSウイルス感染症","4","1","5","261"
"咽頭結膜熱","116","127","243","261"
"Ａ群溶血性レンサ球菌咽頭炎","399","346","745","261"
"感染性胃腸炎","1074","982","2056","261"
"水痘","23","27","50","261"
"手足口病","17","8","25","261"
"伝染性紅斑","11","15","26","261"
"突発性発しん","36","27","63","261"
"ヘルパンギーナ","3","1","4","261"
"流行性耳下腺炎","8","8","16","261"
"不明発しん症","2","0","2","261"
"川崎病","1","2","3","261"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","12","12","24","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","36","24","60","25"
"COVID-19入院","79","59","138","25"
