"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年7週
"集計期間終了週",2008年7週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","788","780","1568","288"
"RSウイルス感染症","8","7","15","149"
"咽頭結膜熱","6","13","19","149"
"Ａ群溶血性レンサ球菌咽頭炎","142","165","307","149"
"感染性胃腸炎","808","804","1612","149"
"水痘","89","68","157","149"
"手足口病","1","4","5","149"
"伝染性紅斑","7","10","17","149"
"突発性発しん","41","34","75","149"
"百日咳","0","0","0","149"
"ヘルパンギーナ","2","0","2","149"
"流行性耳下腺炎","29","19","48","149"
"不明発しん症","2","3","5","149"
"川崎病","0","0","0","149"
"急性出血性結膜炎","0","1","1","38"
"流行性角結膜炎","11","7","18","38"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","1","1","24"
"マイコプラズマ肺炎","1","4","5","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
