"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2007年34週"
"集計期間終了週","2007年34週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","1","1","4","24","3","20","0","5","0","0","3","0","1","0","1","0","0","0","0","0","1","0","","","","","",""
"区南部","0","0","5","2","42","1","8","1","2","0","0","15","0","1","1","1","0","1","0","0","0","0","0","","","","","",""
"区西南部","0","0","0","1","12","6","8","4","1","0","0","11","0","0","0","0","1","2","0","1","0","0","0","","","","","",""
"区西部","0","1","1","2","18","2","7","0","2","0","0","7","0","1","0","0","0","2","0","0","1","0","0","","","","","",""
"区西北部","0","0","2","4","17","7","20","0","6","0","0","12","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","3","4","17","4","5","1","3","0","0","10","0","2","2","0","3","3","0","0","0","0","0","","","","","",""
"区東部","0","0","0","2","30","1","7","0","2","0","0","7","0","1","0","0","0","4","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","4","3","3","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","1","10","46","6","6","4","3","0","0","11","0","4","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","0","5","1","0","0","0","0","0","6","0","1","2","1","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","2","8","0","3","1","3","0","0","2","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","0","4","24","2","7","0","4","0","0","9","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","2","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","2","14","39","248","36","98","12","33","0","0","93","0","13","6","3","4","15","0","1","1","1","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2007年34週"
"集計期間終了週","2007年34週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","1","4","2","20","3","14","1","4","0","0","7","0","3","0","1","0","0","0","0","0","1","0","","","","","",""
"区南部","0","0","5","2","33","1","3","1","5","0","0","6","0","3","1","1","0","1","0","0","0","0","0","","","","","",""
"区西南部","0","0","0","1","12","3","7","3","4","0","0","11","0","0","0","0","1","2","0","1","0","0","0","","","","","",""
"区西部","0","2","2","7","19","2","7","1","5","0","0","3","0","2","0","0","0","1","0","0","1","0","0","","","","","",""
"区西北部","0","0","2","4","17","1","6","1","4","0","0","10","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","1","4","17","4","2","1","4","0","0","10","0","4","1","0","1","4","0","0","2","0","0","","","","","",""
"区東部","0","0","0","3","28","1","5","1","2","0","0","10","0","1","0","0","0","4","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","1","2","2","1","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","1","7","26","5","4","5","11","0","0","12","1","2","3","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","0","9","1","1","0","2","0","0","2","0","1","2","1","1","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","2","3","1","1","1","3","0","0","3","0","0","1","0","0","2","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","2","2","20","3","2","0","2","0","0","13","0","1","2","0","0","2","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","2","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","3","19","35","208","27","60","16","48","0","0","88","1","20","10","3","3","17","0","1","3","1","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2007年34週"
"集計期間終了週","2007年34週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","1","5","6","44","6","34","1","9","0","0","10","0","4","0","2","0","0","0","0","0","1","0","27","19","1","4","4","0"
"区南部","0","0","10","4","75","2","11","2","7","0","0","21","0","4","1","1","0","1","0","0","0","0","0","25","14","3","1","1","0"
"区西南部","0","0","0","2","24","9","15","7","5","0","0","22","0","0","0","0","1","2","0","2","0","0","0","28","15","4","4","3","0"
"区西部","0","3","3","9","37","4","14","1","7","0","0","10","0","3","0","0","0","3","0","0","1","0","0","29","17","4","4","4","0"
"区西北部","0","0","2","8","34","8","26","1","10","0","0","22","0","4","0","0","0","0","0","0","0","0","0","38","20","6","2","2","0"
"区東北部","0","0","4","8","34","8","7","1","7","0","0","20","0","6","3","0","4","7","0","0","2","0","0","24","11","4","1","1","0"
"区東部","0","0","0","5","58","1","12","1","4","0","0","17","0","2","0","0","0","8","0","0","0","0","0","25","10","4","1","1","0"
"西多摩","0","0","1","5","5","5","1","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","0","0","2","17","72","11","10","9","14","0","0","23","1","6","4","0","0","1","0","0","0","0","0","28","12","4","1","1","0"
