"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2006年39週
"集計期間終了週",2006年39週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","6","5","11","142"
"咽頭結膜熱","20","7","27","142"
"Ａ群溶血性レンサ球菌咽頭炎","90","54","144","142"
"感染性胃腸炎","224","206","430","142"
"水痘","40","35","75","142"
"手足口病","75","57","132","142"
"伝染性紅斑","12","18","30","142"
"突発性発しん","52","42","94","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","15","11","26","142"
"麻しん（成人麻しん以外）","1","0","1","142"
"流行性耳下腺炎","45","34","79","142"
"不明発しん症","5","6","11","142"
"川崎病","2","1","3","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","4","6","10","14"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","1","3","4","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"成人麻しん","0","0","0","25"
