"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2001年27週
"集計期間終了週",2001年27週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","1","1","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","11","10","21","142"
"Ａ群溶血性レンサ球菌咽頭炎","35","26","61","142"
"感染性胃腸炎","125","123","248","142"
"水痘","66","60","126","142"
"手足口病","119","99","218","142"
"伝染性紅斑","32","50","82","142"
"突発性発しん","38","40","78","142"
"百日咳","0","0","0","142"
"風しん","3","4","7","142"
"ヘルパンギーナ","576","510","1086","142"
"麻しん（成人麻しん以外）","8","10","18","142"
"流行性耳下腺炎","95","76","171","142"
"不明発しん症","10","10","20","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","14","13","27","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","9","9","25"
