"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2006年44週
"集計期間終了週",2006年44週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","5","6","11","142"
"咽頭結膜熱","14","13","27","142"
"Ａ群溶血性レンサ球菌咽頭炎","96","98","194","142"
"感染性胃腸炎","487","454","941","142"
"水痘","52","37","89","142"
"手足口病","40","35","75","142"
"伝染性紅斑","19","18","37","142"
"突発性発しん","27","29","56","142"
"百日咳","0","0","0","142"
"風しん","0","2","2","142"
"ヘルパンギーナ","11","6","17","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","41","34","75","142"
"不明発しん症","4","3","7","142"
"川崎病","0","1","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","2","4","6","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","6","9","15","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
