"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2016年46週"
"集計期間終了週","2016年46週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","0","1","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","","","","","",""
"中央区","2","0","4","0","68","0","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"みなと","2","2","2","7","39","2","8","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","3","5","4","10","53","0","1","0","1","0","0","0","0","1","0","1","0","0","2","0","0","0","","","","","",""
"文京","5","0","3","0","28","0","5","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","4","0","1","0","92","1","0","0","3","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","4","1","1","5","31","0","1","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"江東区","3","2","1","13","171","5","4","1","3","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","9","2","1","2","91","3","2","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","2","1","0","0","69","0","4","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","32","5","7","15","185","1","9","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","59","5","3","9","135","1","7","2","0","0","3","4","0","0","0","0","0","1","0","0","0","1","","","","","",""
"渋谷区","5","0","1","0","34","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"中野区","20","4","0","3","77","5","2","0","5","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","21","6","0","1","64","1","2","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"池袋","3","0","1","1","14","1","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"北区","2","2","0","4","61","2","4","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"荒川区","4","2","0","3","70","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","10","0","0","7","74","5","2","0","2","1","0","2","1","0","0","0","0","0","1","0","0","0","","","","","",""
"練馬区","27","1","0","29","98","9","8","0","4","0","1","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","13","4","3","12","191","3","4","0","4","0","1","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"葛飾区","20","1","0","15","148","0","2","0","4","0","0","4","0","0","0","0","0","0","1","0","0","0","","","","","",""
"江戸川","12","1","5","19","218","2","3","1","4","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","16","7","1","14","136","4","12","1","3","0","2","6","1","0","0","1","0","0","0","0","0","0","","","","","",""
"町田市","6","1","0","4","90","4","2","0","4","0","1","10","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","4","4","0","5","29","2","4","0","2","0","1","4","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","14","10","3","10","76","0","3","0","1","0","2","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","6","4","0","16","55","1","5","0","2","0","1","8","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","28","4","0","22","197","3","11","1","12","1","1","15","0","0","0","1","0","0","5","0","0","1","","","","","",""
"多摩小平","14","4","5","55","97","6","1","1","7","0","2","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","352","78","48","283","2698","64","110","9","72","2","22","85","3","3","0","7","0","1","16","0","0","4","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2016年46週"
"集計期間終了週","2016年46週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","0","2","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中央区","2","0","1","1","61","0","2","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","4","1","2","0","39","0","3","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","2","4","0","8","48","0","1","0","2","0","0","0","0","1","0","1","0","0","1","0","1","0","","","","","",""
"文京","5","0","1","0","28","1","1","0","1","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","7","0","0","0","92","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","5","1","0","4","36","1","0","0","3","0","0","1","0","0","0","0","0","0","2","0","0","0","","","","","",""
"江東区","5","0","2","9","173","6","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","7","3","0","3","96","0","0","0","3","0","2","8","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","5","2","0","4","69","0","9","2","1","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","39","3","2","18","167","4","10","0","4","1","2","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","43","1","5","11","139","2","8","1","2","0","1","1","1","0","0","0","0","1","0","0","0","0","","","","","",""
"渋谷区","5","0","0","0","40","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","10","4","0","4","83","4","3","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","11","3","1","5","77","3","3","0","2","0","3","0","0","1","0","1","0","0","1","0","0","0","","","","","",""
"池袋","2","1","0","2","13","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"北区","1","0","0","2","78","0","3","1","5","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","5","1","0","1","75","1","2","1","1","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","9","0","0","2","83","2","1","0","1","1","0","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"練馬区","21","0","1","30","101","6","3","0","2","0","3","4","0","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","17","2","0","6","215","4","2","0","4","0","0","7","0","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","12","0","0","9","117","1","0","1","3","0","0","2","1","0","0","0","0","0","3","0","0","0","","","","","",""
"江戸川","7","3","4","10","220","3","2","0","7","0","2","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","16","5","0","15","113","3","11","0","4","0","1","11","1","0","0","0","0","0","2","0","1","0","","","","","",""
"町田市","7","0","0","17","63","4","2","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","4","3","0","9","32","1","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","7","9","1","5","51","4","2","1","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","7","0","2","16","53","8","1","0","5","0","0","8","0","0","0","0","0","0","1","0","0","0","","","","","",""
"多摩府中","21","4","0","20","170","3","11","1","6","0","1","18","2","0","0","0","0","0","3","1","0","0","","","","","",""
"多摩小平","10","6","5","48","87","3","2","0","4","0","0","6","1","0","0","0","0","0","1","0","0","0","","","","","",""
"島しょ","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","300","56","29","261","2624","65","87","8","70","2","28","96","8","2","0","6","0","1","16","1","2","1","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2016年46週"
"集計期間終了週","2016年46週"
"性別","男女合計"

