"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2006年41週
"集計期間終了週",2006年41週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","0","1","178"
"RSウイルス感染症","6","2","8","142"
"咽頭結膜熱","12","11","23","142"
"Ａ群溶血性レンサ球菌咽頭炎","75","57","132","142"
"感染性胃腸炎","247","209","456","142"
"水痘","47","38","85","142"
"手足口病","68","43","111","142"
"伝染性紅斑","20","19","39","142"
"突発性発しん","36","31","67","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","6","11","17","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","20","22","42","142"
"不明発しん症","4","5","9","142"
"川崎病","0","2","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","2","3","5","14"
"細菌性髄膜炎","3","0","3","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","5","4","9","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
