"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2005年1週"
"集計期間終了週","2005年1週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","1","5","3","1","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","2","3","2","4","11","7","0","0","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","0","0","2","35","2","3","0","1","0","0","0","0","4","3","0","0","0","0","0","1","0","0","","","","","",""
"文京","0","0","0","0","6","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","0","1","0","0","7","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","0","1","7","10","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","1","0","0","1","20","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","2","0","1","2","16","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","5","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","4","1","2","3","31","9","1","1","2","0","0","0","0","9","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","0","0","0","18","4","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","1","0","13","2","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"中野区","4","0","1","2","26","11","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","0","0","22","4","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","2","0","0","0","20","11","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","1","0","3","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","0","5","1","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","11","0","1","3","14","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","0","0","0","13","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","2","8","10","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","5","0","0","0","14","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","4","2","0","0","47","6","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","3","0","1","1","14","5","0","0","2","0","0","0","0","8","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","5","0","0","0","20","5","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","5","0","0","1","32","8","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","2","0","0","2","19","2","0","4","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","2","1","3","1","46","10","1","2","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","53","8","13","26","486","140","13","9","18","1","0","4","0","63","4","0","0","2","0","0","1","0","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2005年1週"
"集計期間終了週","2005年1週"
"性別","女性"

