"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年26週
"集計期間終了週",2013年26週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","22","21","43","414"
"RSウイルス感染症","18","13","31","261"
"咽頭結膜熱","136","127","263","261"
"Ａ群溶血性レンサ球菌咽頭炎","306","250","556","261"
"感染性胃腸炎","630","481","1111","261"
"水痘","158","154","312","261"
"手足口病","567","477","1044","261"
"伝染性紅斑","19","20","39","261"
"突発性発しん","117","84","201","261"
"百日咳","1","2","3","261"
"ヘルパンギーナ","158","165","323","261"
"流行性耳下腺炎","38","27","65","261"
"不明発しん症","20","15","35","261"
"川崎病","2","1","3","261"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","8","9","17","39"
"細菌性髄膜炎","0","1","1","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","5","9","14","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"インフルエンザ入院","0","0","0","25"
