"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年25週
"集計期間終了週",2007年25週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","1","3","287"
"RSウイルス感染症","6","8","14","149"
"咽頭結膜熱","66","65","131","149"
"Ａ群溶血性レンサ球菌咽頭炎","133","139","272","149"
"感染性胃腸炎","472","373","845","149"
"水痘","123","86","209","149"
"手足口病","53","31","84","149"
"伝染性紅斑","53","53","106","149"
"突発性発しん","64","44","108","149"
"百日咳","0","3","3","149"
"風しん","0","1","1","149"
"ヘルパンギーナ","68","49","117","149"
"麻しん（成人麻しん以外）","9","8","17","149"
"流行性耳下腺炎","36","21","57","149"
"不明発しん症","7","16","23","149"
"川崎病","1","0","1","149"
"急性出血性結膜炎","2","1","3","39"
"流行性角結膜炎","14","12","26","39"
"細菌性髄膜炎","1","0","1","24"
"無菌性髄膜炎","0","1","1","24"
"マイコプラズマ肺炎","1","2","3","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"成人麻しん","1","9","10","24"
