"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2008年12月"
"集計期間終了月","2008年12月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","2","0"
"1～4歳","0","0","0","0","0","0","0","10","0"
"5～9歳","0","0","0","0","0","0","3","1","0"
"10～14歳","0","0","0","0","0","0","2","0","0"
"15～19歳","1","0","0","1","0","0","0","0","0"
"20～24歳","12","2","2","14","0","1","1","0","0"
"25～29歳","26","6","8","15","0","1","0","0","0"
"30～34歳","19","6","6","13","0","0","1","0","0"
"35～39歳","21","9","5","8","0","0","3","0","0"
"40～44歳","12","3","8","10","0","1","1","0","0"
"45～49歳","2","1","3","7","1","1","2","2","0"
"50～54歳","1","1","2","1","0","0","3","0","0"
"55～59歳","3","0","0","1","0","0","3","0","0"
"60～64歳","2","1","1","1","0","1","8","2","0"
"65～69歳","2","0","1","0","0","0","9","0","0"
"70歳以上","0","1","0","0","0","0","36","6","1"
"合計","101","30","36","71","1","5","76","23","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2008年12月"
"集計期間終了月","2008年12月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","10","3","0"
"1～4歳","0","0","0","0","0","0","5","10","0"
"5～9歳","0","0","0","0","0","0","1","1","0"
"10～14歳","0","0","0","0","0","0","0","2","0"
"15～19歳","14","2","2","4","0","0","0","0","0"
"20～24歳","37","8","5","4","2","0","0","0","0"
"25～29歳","25","10","6","4","3","0","0","0","0"
"30～34歳","16","8","4","1","0","1","1","0","0"
"35～39歳","11","5","4","1","2","0","0","1","0"
"40～44歳","3","3","3","2","0","0","1","0","0"
"45～49歳","1","1","0","0","0","1","1","0","0"
"50～54歳","0","2","0","0","1","1","0","0","0"
"55～59歳","0","1","0","0","0","0","1","0","0"
"60～64歳","0","0","0","0","0","0","5","0","0"
"65～69歳","0","0","0","0","0","0","2","0","0"
"70歳以上","0","0","0","0","1","0","28","4","0"
"合計","107","40","24","16","9","3","55","21","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2008年12月"
"集計期間終了月","2008年12月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","14","5","0"
"1～4歳","0","0","0","0","0","0","5","20","0"
"5～9歳","0","0","0","0","0","0","4","2","0"
"10～14歳","0","0","0","0","0","0","2","2","0"
"15～19歳","15","2","2","5","0","0","0","0","0"
"20～24歳","49","10","7","18","2","1","1","0","0"
"25～29歳","51","16","14","19","3","1","0","0","0"
"30～34歳","35","14","10","14","0","1","2","0","0"
"35～39歳","32","14","9","9","2","0","3","1","0"
"40～44歳","15","6","11","12","0","1","2","0","0"
"45～49歳","3","2","3","7","1","2","3","2","0"
"50～54歳","1","3","2","1","1","1","3","0","0"
"55～59歳","3","1","0","1","0","0","4","0","0"
"60～64歳","2","1","1","1","0","1","13","2","0"
"65～69歳","2","0","1","0","0","0","11","0","0"
"70歳以上","0","1","0","0","1","0","64","10","1"
"合計","208","70","60","87","10","8","131","44","1"
"定点数","54","54","54","54","54","54","24","24","24"


