"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年51週
"集計期間終了週",2015年51週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","122","109","231","414"
"RSウイルス感染症","154","122","276","261"
"咽頭結膜熱","75","72","147","261"
"Ａ群溶血性レンサ球菌咽頭炎","574","474","1048","261"
"感染性胃腸炎","2043","1914","3957","261"
"水痘","139","128","267","261"
"手足口病","17","10","27","261"
"伝染性紅斑","48","55","103","261"
"突発性発しん","76","56","132","261"
"百日咳","2","3","5","261"
"ヘルパンギーナ","8","5","13","261"
"流行性耳下腺炎","96","100","196","261"
"不明発しん症","11","7","18","261"
"川崎病","6","0","6","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","17","15","32","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","15","17","32","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","2","0","2","25"
