"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年22週
"集計期間終了週",2003年22週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","1","1","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","17","19","36","142"
"Ａ群溶血性レンサ球菌咽頭炎","69","65","134","142"
"感染性胃腸炎","308","267","575","142"
"水痘","85","92","177","142"
"手足口病","55","62","117","142"
"伝染性紅斑","25","18","43","142"
"突発性発しん","36","43","79","142"
"百日咳","0","0","0","142"
"風しん","1","0","1","142"
"ヘルパンギーナ","24","19","43","142"
"麻しん（成人麻しん以外）","6","5","11","142"
"流行性耳下腺炎","14","15","29","142"
"不明発しん症","8","8","16","142"
"川崎病","3","2","5","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","13","9","22","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","0","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","1","1","2","25"
